Código;Nome do cargo na Pesquisa;Região;Segmento;Data;;;;;;;;;;;;;;;;
62;Assistente Comercial;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
273;Assistente Contábil / Fiscal;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
565;Assistente de Almoxarifado;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
319;Assistente de Atendimento e Suporte;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
902;Assistente de Cadastro e Regulamentação;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
489;Assistente de Comércio Exterior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
67;Assistente de Compras;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
531;Assistente de Engenharia;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1196;Assistente de Estilo;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
467;Assistente de Estoque;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
387;Assistente de Faturamento;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
70;Assistente de Logística;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1083;Assistente de Manutenção;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
71;Assistente de Marketing;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
388;Assistente de PCP;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
594;Assistente de Pesquisa e Desenvolvimento P&D;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
616;Assistente de Produto;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
629;Assistente de Qualidade;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
77;Assistente de RH / DP;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
745;Assistente de Transportes;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
79;Assistente Financeiro;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
80;Assistente Jurídico;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
389;Assistente Técnico de Vendas;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
83;Auxiliar Administrativo;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
392;Auxiliar de Almoxarifado;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
495;Auxiliar de Compras;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
566;Auxiliar de Estoque;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1053;Auxiliar de Expedição;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1123;Auxiliar de Funilaria;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
798;Auxiliar de Laboratorista Têxtil;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
88;Auxiliar de Logística;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
861;Auxiliar de Manutenção;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
393;Auxiliar de Produção;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
630;Auxiliar de Qualidade;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
91;Auxiliar de Serviços Gerais;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1028;Auxiliar de Talhação;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1085;Auxiliar de Tecelão;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
996;Auxiliar de Transportes;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
773;Auxiliar de Usinagem;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
221;Auxiliar Técnico;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1188;Auxiliar Vistoriador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
818;Carregador de Fios;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
456;CEO;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
800;Colorista Têxtil;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
93;Comprador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
955;Conferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
94;Contador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
877;Controlador de Produção;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
95;Controller;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
41;Coordenador Comercial;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
279;Coordenador Contábil / Fiscal;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
47;Coordenador de Atendimento e Suporte;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
491;Coordenador de Comércio Exterior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
768;Coordenador de Laboratório;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
567;Coordenador de Logística;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
56;Coordenador de Marketing;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
864;Coordenador de PCP;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
631;Coordenador de Qualidade;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
121;Coordenador de RH / DP;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1044;Coordenador de Transportes;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1041;Coordenador de Unidade de Distribuição;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
122;Coordenador Financeiro;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
131;Coordenador Jurídico;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
612;Costureira;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1090;Costureira de Conserto;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1089;Costureira Pilotista;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1086;Cronoanalista;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1;Desenvolvedor;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
884;Designer de Produto;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1190;Despachante Aduaneiro;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
99;Diretor Administrativo;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
100;Diretor Comercial;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
492;Diretor de Comércio Exterior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
101;Diretor de Logística;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
102;Diretor de Marketing;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
198;Diretor de Operações;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
620;Diretor de Produto;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1195;Diretor de Transportes;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
218;Eletricista;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
871;Embalador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1029;Encarregado de Costura;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1052;Encarregado de Estoque;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
820;Encarregado de Manutenção;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
355;Encarregado de Produção;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1087;Enfestador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
344;Engenheiro de P&D;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
957;Entregador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
621;Estilista;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
468;Estoquista;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
105;Executivo de Contas;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
406;Expedidor;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
872;Ferramenteiro;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1122;Funileiro;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
106;Gerente Administrativo;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
107;Gerente Comercial;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
49;Gerente de Atendimento e Suporte;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
493;Gerente de Comércio Exterior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
109;Gerente de Compras;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
135;Gerente de Infraestrutura de TI;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
569;Gerente de Logística;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
464;Gerente de Loja;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
112;Gerente de Marketing;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
311;Gerente de Operações;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
66;Gerente de Pesquisa e Desenvolvimento P&D;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
613;Gerente de Produção;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
407;Gerente de Produto;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
632;Gerente de Qualidade;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
113;Gerente de RH / DP;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1045;Gerente de Transportes;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
114;Gerente Financeiro;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
873;Gerente Industrial;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
148;Gerente Jurídico;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
870;Inspetor de Qualidade;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1091;Inspetor de Qualidade Externo;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
797;Laboratorista Têxtil;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1187;Líder de Armazém;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
968;Líder de Expedição;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1046;Líder de Operações;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1191;Líder Gate;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
819;Mecânico de Manutenção de Máquinas;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1095;Mecânico de Manutenção Teares;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
623;Modelista;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
356;Montador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
151;Motorista;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
874;Motorista Carreteiro;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
958;Motorista de Caminhão;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
769;Operador CNC;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1109;Operador Conicaleira;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
802;Operador de Calandra;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
886;Operador de Caldeira;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
885;Operador de Centro de Usinagem;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1096;Operador de Corte de Viés;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1097;Operador de Embaladeira;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
868;Operador de Empilhadeira;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1056;Operador de Empilhadeira de Grande Porte;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1099;Operador de Entrada de Rama;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
875;Operador de estação de tratamento de água e efluentes;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1101;Operador de Estamparia Digital;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1055;Operador de Gate;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1098;Operador de Hidro Extrator;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1035;Operador de Produtos Abrasivos;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1000;Operador de Logistica;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1132;Operador de Maquina de Têxtil;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
614;Operador de Máquina Prensa Hidráulica e Corte;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1105;Operador de Mesa Amostra;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1001;Operador de Produção;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
799;Operador de Rama (Rameuse);Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1104;Operador de Saída de Rama;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1107;Operador de Secador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1054;Operador de Transpaleteira;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1108;Operador de Vaporizador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1110;Operador Entrada de Rameta;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1103;Operador Felpadeira;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1111;Operador Maquina de Corte;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1128;Operador Polivalente Industria Têxtil;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1106;Operador Saída de Rameta;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
26;Orçamentista;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1088;Pesador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1031;Pintor de Estruturas Metálicas;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
116;Porteiro;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1032;Preparador de Máquinas-Ferramenta;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
869;Preparador de Tintas;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1100;Primeiro Operador Estamparia Rotativa;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
771;Programador de Centro de Usinagem;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
770;Programador de Torno CNC;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
774;Projetista Metalúrgico;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
624;Químico;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1002;Recepcionista;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
329;Revisor;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1094;Revisor de Malha;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
3;Secretária Executiva;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1102;Segundo Operador Estamparia Rotativa;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
821;Soldador;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
474;Supervisor Administrativo;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
463;Supervisor Comercial;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
236;Supervisor de Almoxarifado;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
491;Supervisor de Comércio Exterior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
542;Supervisor de Franquia;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
571;Supervisor de Logística;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
591;Supervisor de Operações;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
718;Supervisor de Projetos em Metalúrgica;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
659;Supervisor de Segurança do Trabalho;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1092;Supervisor de Talhação;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1043;Supervisor de Transportes;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
469;Supervisor Financeiro;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1027;Talhador de Tecidos;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
803;Tecelão de Malhas;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1129;Tecelão Têxtil;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
676;Técnico de Automação;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
415;Técnico de PCP;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
695;Técnico em Eletroeletrônica;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
143;Técnico em Eletrônica;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
417;Técnico em Eletrotécnica;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
711;Técnico em Manutenção de Máquinas Industriais;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
717;Técnico em Meio Ambiente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
124;Técnico em Segurança do Trabalho;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
743;Técnico em Têxtil;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1093;Tintureiro;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
772;Torneiro Mecânico;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1192;Trader Comércio Exterior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1130;Urdidor;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
454;Vendedor Externo;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
272;Vendedor Interno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1189;Vistoriador ;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
465;Vendedor de Loja;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1197;Operador de máquina de bordar;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
1198;Cozinheiro industrial;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
788;Nutricionista;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
617;Auxiliar de Cozinha;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;;;;;;;;;;;;;;;;
258;Administrador;SC;Geral;2024;;;;;;;;;;;;;;;;
5;Administrador de Redes;SC;Geral;2024;;;;;;;;;;;;;;;;
235;Administrador do Prédio;SC;Geral;2024;;;;;;;;;;;;;;;;
9;Advogado;SC;Geral;2024;;;;;;;;;;;;;;;;
203;Almoxarife;SC;Geral;2024;;;;;;;;;;;;;;;;
13;Analista Administrativo;SC;Geral;2024;;;;;;;;;;;;;;;;
476;Analista Business Partner;SC;Geral;2024;;;;;;;;;;;;;;;;
19;Analista Comercial;SC;Geral;2024;;;;;;;;;;;;;;;;
21;Analista Contábil;SC;Geral;2024;;;;;;;;;;;;;;;;
16;Analista Financeiro;SC;Geral;2024;;;;;;;;;;;;;;;;
276;Analista Fiscal;SC;Geral;2024;;;;;;;;;;;;;;;;
381;Analista Jurídico;SC;Geral;2024;;;;;;;;;;;;;;;;
1167;Analista Musical;SC;Geral;2024;;;;;;;;;;;;;;;;
25;Analista de Atendimento e Suporte;SC;Geral;2024;;;;;;;;;;;;;;;;
434;Analista de BI;SC;Geral;2024;;;;;;;;;;;;;;;;
82;Analista de Banco de Dados;SC;Geral;2024;;;;;;;;;;;;;;;;
985;Analista de Cobrança;SC;Geral;2024;;;;;;;;;;;;;;;;
136;Analista de Compras;SC;Geral;2024;;;;;;;;;;;;;;;;
23;Analista de Comunicação;SC;Geral;2024;;;;;;;;;;;;;;;;
367;Analista de Comércio Exterior;SC;Geral;2024;;;;;;;;;;;;;;;;
435;Analista de Dados;SC;Geral;2024;;;;;;;;;;;;;;;;
28;Analista de Departamento Pessoal;SC;Geral;2024;;;;;;;;;;;;;;;;
829;Analista de E-commerce;SC;Geral;2024;;;;;;;;;;;;;;;;
530;Analista de Engenharia;SC;Geral;2024;;;;;;;;;;;;;;;;
368;Analista de Faturamento;SC;Geral;2024;;;;;;;;;;;;;;;;
15;Analista de Infraestrutura de TI;SC;Geral;2024;;;;;;;;;;;;;;;;
371;Analista de Inteligência de Mercado;SC;Geral;2024;;;;;;;;;;;;;;;;
913;Analista de Laboratório e Análises Clínicas;SC;Geral;2024;;;;;;;;;;;;;;;;
37;Analista de Logística;SC;Geral;2024;;;;;;;;;;;;;;;;
42;Analista de Marketing;SC;Geral;2024;;;;;;;;;;;;;;;;
370;Analista de Marketing Digital;SC;Geral;2024;;;;;;;;;;;;;;;;
511;Analista de Mídia;SC;Geral;2024;;;;;;;;;;;;;;;;
46;Analista de Negócios;SC;Geral;2024;;;;;;;;;;;;;;;;
306;Analista de Operações;SC;Geral;2024;;;;;;;;;;;;;;;;
354;Analista de PCP;SC;Geral;2024;;;;;;;;;;;;;;;;
