Código;Nome do Cargo;Senioridade;Região;Segmento;Data;Horas;Dados Estatísticos - Empresas;Dados Estatísticos - Salários;Menor Salário;1o Quartil;Média;Mediana;3o Quartil;Maior Salário
441;Assistente de Pré-vendas (SDR);Pleno;Nacional;TI - Software;2025;200;7;13;2106,61;2289,79;2660,26;2621,53;2967,12;3195,16
795;Assistente de Programação;Indiferente;Nacional;TI - Software;2025;200;5;34;2747,75;2943,87;3365,97;3185,72;3759,20;4409,43
795;Assistente de Programação;Júnior;Nacional;TI - Software;2025;200;5;23;1831,83;2911,12;3064,86;3042,13;3182,36;4195,50
795;Assistente de Programação;Pleno;Nacional;TI - Software;2025;200;4;12;2747,75;3627,79;3704,66;3727,36;3791,05;4734,28
74;Assistente de Projetos;Indiferente;Nacional;TI - Software;2025;200;5;9;1873,46;2113,18;2737,14;2911,12;3159,91;3450,06
292;Assistente de Prospecção (BDR);Indiferente;Nacional;TI - Software;2025;200;4;4;1529,40;1851,33;2065,45;2032,62;2246,74;2667,15
77;Assistente de Recursos Humanos;Indiferente;Nacional;TI - Software;2025;200;23;27;1943,43;2281,18;2446,49;2516,19;2608,25;3029,39
77;Assistente de Recursos Humanos;Júnior;Nacional;TI - Software;2025;200;5;5;1831,83;2289,79;2321,02;2319,44;2381,38;2782,64
442;Assistente de Relacionamento;Indiferente;Nacional;TI - Software;2025;200;8;101;1671,55;1948,15;1979,24;1948,15;1948,15;2469,48
443;Assistente de Testes (Qualidade em TI);Indiferente;Nacional;TI - Software;2025;200;11;16;2015,02;2553,12;3259,60;3074,55;4101,28;4735,29
443;Assistente de Testes (Qualidade em TI);Júnior;Nacional;TI - Software;2025;200;5;7;2472,97;2800,69;3384,37;3205,71;4122,61;4165,28
443;Assistente de Testes (Qualidade em TI);Pleno;Nacional;TI - Software;2025;200;4;5;3066,49;3627,79;4804,04;5554,02;5821,14;5950,78
79;Assistente Financeiro;Indiferente;Nacional;TI - Software;2025;200;15;34;1887,06;2115,77;2387,01;2238,18;2602,44;3022,52
117;Atendente de Recepção;Indiferente;Nacional;TI - Software;2025;200;5;8;1884,50;2066,99;2233,58;2124,09;2352,03;2977,15
83;Auxiliar Administrativo;Indiferente;Nacional;TI - Software;2025;200;10;17;1823,17;1909,23;2005,06;1923,42;2015,02;2385,96
91;Auxiliar de Serviços Gerais;Indiferente;Nacional;TI - Software;2025;200;21;49;1715,51;1948,15;2114,02;2053,96;2314,19;2678,29
456;CEO;Indiferente;Nacional;TI - Software;2025;200;4;4;19234,23;22553,95;28662,10;25569,00;31677,15;44276,18
444;Cientista de Dados;Indiferente;Nacional;TI - Software;2025;200;9;10;6264,86;7254,05;8247,77;8260,55;8591,53;10687,76
444;Cientista de Dados;Pleno;Nacional;TI - Software;2025;200;6;7;7133,15;7354,80;8502,92;8201,11;9394,40;10687,76
285;Consultor Comercial;Indiferente;Nacional;TI - Software;2025;200;18;36;2216,52;3549,17;4602,31;3994,63;5056,00;10340,05
285;Consultor Comercial;Pleno;Nacional;TI - Software;2025;200;4;5;3663,66;3828,53;3971,41;4121,62;4121,62;4121,62
40;Consultor de Atendimento e Suporte;Indiferente;Nacional;TI - Software;2025;200;7;22;4014,36;5192,28;5666,50;5495,50;5934,04;8243,24
40;Consultor de Atendimento e Suporte;Pleno;Nacional;TI - Software;2025;200;5;10;4014,36;4783,24;5249,48;5495,50;5679,21;6389,56
40;Consultor de Atendimento e Suporte;Sênior;Nacional;TI - Software;2025;200;4;12;4992,14;5192,28;6255,08;5587,49;6846,74;10276,58
156;Consultor de Implantação e Configuração;Indiferente;Nacional;TI - Software;2025;200;20;230;4410,57;5307,69;6434,22;6699,72;7586,92;8750,01
156;Consultor de Implantação e Configuração;Júnior;Nacional;TI - Software;2025;200;11;43;3663,66;4855,09;5002,68;5276,66;5365,44;5770,27
156;Consultor de Implantação e Configuração;Pleno;Nacional;TI - Software;2025;200;11;109;5129,61;6828,37;7194,22;7484,84;7586,92;7757,98
156;Consultor de Implantação e Configuração;Sênior;Nacional;TI - Software;2025;200;9;43;5288,43;5638,46;7035,48;7196,30;7753,97;9932,72
149;Consultor de Negócios;Indiferente;Nacional;TI - Software;2025;200;9;19;2880,74;3242,23;4782,69;4248,66;6104,57;9885,49
149;Consultor de Negócios;Pleno;Nacional;TI - Software;2025;200;4;5;4248,66;4501,54;5374,94;5231,99;6411,41;6481,09
39;Coordenador Administrativo;Indiferente;Nacional;TI - Software;2025;200;13;13;4165,04;5037,54;5361,31;5221,80;5556,59;7556,31
477;Coordenador Business Partner;Indiferente;Nacional;TI - Software;2025;200;4;4;4414,77;6872,93;8992,20;8425,74;10545,01;14702,56
41;Coordenador Comercial;Indiferente;Nacional;TI - Software;2025;200;27;38;5790,50;6837,74;7963,66;7943,85;8997,27;11448,95
41;Coordenador Comercial;Sênior;Nacional;TI - Software;2025;200;5;5;4401,49;7827,65;8100,69;8060,06;8765,32;11448,95
274;Coordenador Contábil;Indiferente;Nacional;TI - Software;2025;200;6;7;6251,13;6660,11;7906,18;8175,92;8721,31;10153,37
47;Coordenador de Atendimento e Suporte;Indiferente;Nacional;TI - Software;2025;200;34;51;5442,82;6032,86;7136,07;7339,69;7858,56;9328,13
47;Coordenador de Atendimento e Suporte;Sênior;Nacional;TI - Software;2025;200;6;6;5084,89;6079,39;7800,96;8128,75;9289,22;10391,07
1067;Coordenador de Customer Experience;Indiferente;Nacional;TI - Software;2025;200;6;8;5785,84;6347,66;6709,53;6539,64;7169,17;8107,31
126;Coordenador de Departamento Pessoal;Indiferente;Nacional;TI - Software;2025;200;5;6;5431,38;6605,81;7461,96;7052,55;8850,83;9328,13
73;Coordenador de Desenvolvimento;Indiferente;Nacional;TI - Software;2025;200;20;50;8724,19;10092,71;10989,75;10596,70;11786,60;14101,15
73;Coordenador de Desenvolvimento;Sênior;Nacional;TI - Software;2025;200;5;11;9631,37;10414,32;10811,80;10666,90;10933,95;13994,28
1073;Coordenador de Designer;Indiferente;Nacional;TI - Software;2025;200;4;4;6924,32;9908,70;12486,99;13159,18;15737,47;16705,27
459;Coordenador de Implantação e Configuração;Indiferente;Nacional;TI - Software;2025;200;11;12;5507,95;6514,45;7584,18;7783,00;8088,65;10820,97
132;Coordenador de Infraestrutura de TI;Indiferente;Nacional;TI - Software;2025;200;5;5;6737,32;6757,92;7690,52;6998,72;8387,30;9571,32
56;Coordenador de Marketing;Indiferente;Nacional;TI - Software;2025;200;18;22;5578,42;6740,28;7503,16;7326,85;8455,66;9571,32
167;Coordenador de Negócios;Indiferente;Nacional;TI - Software;2025;200;5;5;4941,06;7548,41;8498,51;7592,50;9942,08;12468,51
295;Coordenador de Operações;Indiferente;Nacional;TI - Software;2025;200;10;19;5266,52;6364,42;7005,06;7002,46;7622,80;8842,89
78;Coordenador de Pesquisa e Desenvolvimento P&D;Indiferente;Nacional;TI - Software;2025;200;4;4;6743,88;7762,32;10312,49;9284,00;11834,17;15938,05
447;Coordenador de Pré-vendas;Indiferente;Nacional;TI - Software;2025;200;11;12;4494,75;4799,40;6306,66;5944,29;7263,83;9621,71
305;Coordenador de Produto;Indiferente;Nacional;TI - Software;2025;200;7;12;7495,45;8439,70;9898,52;9574,81;10748,77;13636,52
97;Coordenador de Projetos;Indiferente;Nacional;TI - Software;2025;200;6;20;6133,20;6635,85;7535,13;7341,45;8136,07;9534,46
120;Coordenador de Qualidade e Processos;Indiferente;Nacional;TI - Software;2025;200;6;6;5367,70;6528,98;8233,17;8591,55;9987,04;10554,58
121;Coordenador de Recursos Humanos;Indiferente;Nacional;TI - Software;2025;200;18;18;6195,16;7247,93;7654,03;7515,62;8249,59;9082,12
121;Coordenador de Recursos Humanos;Sênior;Nacional;TI - Software;2025;200;5;5;5037,54;7438,75;8521,71;9082,12;9891,89;11158,26
448;Coordenador de Relacionamento;Indiferente;Nacional;TI - Software;2025;200;15;18;5117,22;6304,42;7079,12;7103,65;8092,69;9071,83
448;Coordenador de Relacionamento;Pleno;Nacional;TI - Software;2025;200;4;6;6309,29;6530,48;7153,77;6839,37;7286,27;9071,83
76;Coordenador de Tecnologia da Informação;Indiferente;Nacional;TI - Software;2025;200;10;14;9067,57;9702,76;11193,43;11092,15;11777,70;15038,06
397;Coordenador de Testes (Qualidade em TI);Indiferente;Nacional;TI - Software;2025;200;4;4;5495,50;6304,36;6732,92;6839,18;7267,74;7757,81
763;Coordenador de Treinamento e Desenvolvimento;Indiferente;Nacional;TI - Software;2025;200;4;4;6137,97;6480,44;8000,86;8032,58;9553,00;9800,30
122;Coordenador Financeiro;Indiferente;Nacional;TI - Software;2025;200;11;11;5282,91;6034,97;7139,87;7290,69;8057,38;8838,33
321;Copeiro;Indiferente;Nacional;TI - Software;2025;200;4;7;1813,51;2751,33;2813,82;2865,79;2865,79;3783,21
1;Desenvolvedor;Indiferente;Nacional;TI - Software;2025;200;88;1205;3572,07;5077,18;6448,53;6077,59;8269,74;9846,49
1;Desenvolvedor;Júnior;Nacional;TI - Software;2025;200;62;395;2784,03;3097,03;3636,81;3476,53;4183,24;4941,82
1;Desenvolvedor;Pleno;Nacional;TI - Software;2025;200;58;545;5078,99;6077,59;7041,32;7000,46;8269,74;8320,00
1;Desenvolvedor;Sênior;Nacional;TI - Software;2025;200;43;350;7676,25;9269,05;10664,07;10854,29;12190,93;12389,59
1;Desenvolvedor;Especialista;Nacional;TI - Software;2025;200;5;18;12291,59;14447,93;15473,51;14518,32;17065,36;19747,15
842;Desenvolvedor Back-end;Indiferente;Nacional;TI - Software;2025;200;13;108;4762,76;6104,99;7012,94;7354,71;7354,71;10075,08
842;Desenvolvedor Back-end;Júnior;Nacional;TI - Software;2025;200;12;19;3498,72;4034,61;4366,60;4145,89;4567,18;6113,21
842;Desenvolvedor Back-end;Pleno;Nacional;TI - Software;2025;200;9;35;5495,50;5801,45;6277,23;5876,15;6866,26;7959,31
842;Desenvolvedor Back-end;Sênior;Nacional;TI - Software;2025;200;10;57;6370,36;7354,71;7563,39;7354,71;7354,71;10313,68
10;Desenvolvedor Front-end;Indiferente;Nacional;TI - Software;2025;200;16;57;4735,29;5522,15;6501,81;6377,28;7631,30;8599,08
10;Desenvolvedor Front-end;Júnior;Nacional;TI - Software;2025;200;6;10;3546,43;3741,81;4210,67;4155,28;4667,78;4854,17
10;Desenvolvedor Front-end;Pleno;Nacional;TI - Software;2025;200;14;49;4735,29;5715,30;6555,10;6405,73;7631,30;8599,08
10;Desenvolvedor Front-end;Sênior;Nacional;TI - Software;2025;200;5;12;8060,06;9138,71;9423,79;9182,39;9984,40;10981,83
843;Desenvolvedor Mobile;Indiferente;Nacional;TI - Software;2025;200;4;74;6313,31;6313,31;7253,54;7629,21;7629,21;9445,38
843;Desenvolvedor Mobile;Júnior;Nacional;TI - Software;2025;200;5;5;2634,54;3261,30;3899,84;3904,09;4661,74;5037,54
843;Desenvolvedor Mobile;Pleno;Nacional;TI - Software;2025;200;7;31;3487,58;6313,31;6388,35;6313,31;6313,31;9984,40
843;Desenvolvedor Mobile;Sênior;Nacional;TI - Software;2025;200;5;51;7629,21;7629,21;8029,63;7629,21;7629,21;15824,92
399;Designer;Indiferente;Nacional;TI - Software;2025;200;27;86;3496,55;4060,21;4824,89;4971,81;5259,09;6656,60
399;Designer;Júnior;Nacional;TI - Software;2025;200;17;26;2472,97;3205,71;3490,40;3521,79;3896,41;4456,16
399;Designer;Pleno;Nacional;TI - Software;2025;200;20;61;3454,31;4667,78;5028,02;4973,12;5490,92;6871,20
399;Designer;Sênior;Nacional;TI - Software;2025;200;6;14;5289,41;6760,38;7229,03;7487,80;7890,57;8320,00
146;Designer Instrucional;Indiferente;Nacional;TI - Software;2025;200;4;34;4392,73;4667,78;5527,28;5353,89;6547,54;7071,70
146;Designer Instrucional;Pleno;Nacional;TI - Software;2025;200;4;28;3663,66;4392,73;5022,01;4667,78;5490,92;6590,11
449;DevOps;Indiferente;Nacional;TI - Software;2025;200;20;37;4579,58;5379,49;7195,13;6548,80;9089,93;10660,11
449;DevOps;Júnior;Nacional;TI - Software;2025;200;6;9;4030,03;4132,61;4857,31;5037,54;5379,49;5379,49
449;DevOps;Pleno;Nacional;TI - Software;2025;200;6;12;4970,03;5244,67;5838,58;5756,39;6414,82;7087,27
449;DevOps;Sênior;Nacional;TI - Software;2025;200;7;10;8299,98;9089,93;10436,27;9365,24;12488,23;13155,03
100;Diretor Comercial;Indiferente;Nacional;TI - Software;2025;200;4;4;9021,77;16677,37;21852,50;23215,97;28391,10;31956,29
620;Diretor de Produto;Indiferente;Nacional;TI - Software;2025;200;4;5;16486,49;17745,00;24614,23;18776,28;32240,24;37823,17
400;Diretor de Tecnologia;Indiferente;Nacional;TI - Software;2025;200;6;6;18135,14;19230,49;26024,40;25233,48;33310,72;34311,68
1005;Engenheiro de Dados;Indiferente;Nacional;TI - Software;2025;200;13;20;4793,78;6172,01;7693,32;8224,19;8842,63;10434,55
1005;Engenheiro de Dados;Júnior;Nacional;TI - Software;2025;200;5;6;3778,15;3841,12;4483,65;4411,90;5042,71;5396,11
1005;Engenheiro de Dados;Pleno;Nacional;TI - Software;2025;200;6;7;5326,42;6489,72;7517,51;8205,14;8687,74;8736,10
1005;Engenheiro de Dados;Sênior;Nacional;TI - Software;2025;200;5;7;7203,68;10265,81;11414,42;11128,38;13167,34;14702,56
145;Engenheiro de Software;Indiferente;Nacional;TI - Software;2025;200;9;42;6675,02;7697,02;8709,01;8109,84;9847,35;12534,95
145;Engenheiro de Software;Pleno;Nacional;TI - Software;2025;200;4;21;7555,30;7697,02;8312,69;8096,97;8981,81;9984,30
145;Engenheiro de Software;Sênior;Nacional;TI - Software;2025;200;7;16;10759,04;11221,75;12429,60;13083,05;13083,05;13799,27
338;Estagiário Administrativo;Indiferente;Nacional;TI - Software;2025;200;23;70;1410,51;1512,83;1898,19;1847,10;2278,31;2518,77
425;Estagiário em TI;Indiferente;Nacional;TI - Software;2025;200;32;90;1679,18;2015,02;2282,59;2210,98;2686,69;2703,46
105;Executivo de Contas;Indiferente;Nacional;TI - Software;2025;200;25;160;3729,79;4982,41;6035,24;5918,45;7484,84;8720,96
105;Executivo de Contas;Júnior;Nacional;TI - Software;2025;200;14;45;2472,97;3791,05;4417,03;4936,92;4982,41;5670,73
105;Executivo de Contas;Pleno;Nacional;TI - Software;2025;200;13;46;4193,65;5260,20;5548,58;5670,73;5918,45;6951,95
105;Executivo de Contas;Sênior;Nacional;TI - Software;2025;200;16;59;6265,63;7416,23;7784,81;7484,84;8266,00;10484,12
106;Gerente Administrativo;Indiferente;Nacional;TI - Software;2025;200;15;52;5766,27;6012,86;9162,53;9542,58;12431,22;13866,59
107;Gerente Comercial;Indiferente;Nacional;TI - Software;2025;200;20;36;5451,53;9739,09;11038,31;10584,32;13467,02;16000,27
107;Gerente Comercial;Júnior;Nacional;TI - Software;2025;200;4;12;3969,58;3969,58;7205,28;5062,27;10584,32;14255,22
107;Gerente Comercial;Pleno;Nacional;TI - Software;2025;200;4;10;4383,57;5062,73;8230,65;10012,94;10012,94;12670,02
49;Gerente de Atendimento e Suporte;Indiferente;Nacional;TI - Software;2025;200;15;15;6332,64;8753,58;10542,20;10194,63;12479,35;14778,26
49;Gerente de Atendimento e Suporte;Sênior;Nacional;TI - Software;2025;200;4;5;5541,29;5541,29;10082,61;6332,64;14196,70;18801,11
61;Gerente de Desenvolvimento de TI;Indiferente;Nacional;TI - Software;2025;200;10;11;12822,82;14620,16;15694,03;15843,06;16713,56;18876,86
834;Gerente de Implantação e Configuração;Indiferente;Nacional;TI - Software;2025;200;6;6;10682,91;11394,19;12483,34;13030,03;13496,39;13656,33
135;Gerente de Infraestrutura de TI;Indiferente;Nacional;TI - Software;2025;200;5;5;10533,95;12443,38;13327,62;12754,93;14329,23;16576,63
112;Gerente de Marketing;Indiferente;Nacional;TI - Software;2025;200;11;11;10506,41;11710,46;13255,39;13634,91;14344,25;16120,12
451;Gerente de Negócios;Indiferente;Nacional;TI - Software;2025;200;5;6;7693,69;9583,37;12098,12;11473,04;14013,51;18135,14
311;Gerente de Operações;Indiferente;Nacional;TI - Software;2025;200;6;6;11755,02;12594,99;13816,19;13837,68;14642,83;16374,76
66;Gerente de Pesquisa e Desenvolvimento P&D;Indiferente;Nacional;TI - Software;2025;200;4;7;9992,62;14839,58;15820,64;17418,97;17557,43;18538,89
407;Gerente de Produto;Indiferente;Nacional;TI - Software;2025;200;19;33;11030,67;13587,25;15628,40;15221,80;18211,45;20156,30
407;Gerente de Produto;Sênior;Nacional;TI - Software;2025;200;4;7;11152,93;14606,60;17264,07;17617,40;20055,53;22753,94
65;Gerente de Projetos;Indiferente;Nacional;TI - Software;2025;200;19;50;6373,99;9072,15;9771,12;9805,67;10930,92;12491,47
65;Gerente de Projetos;Júnior;Nacional;TI - Software;2025;200;5;9;3908,97;5757,76;5778,01;6165,73;6165,73;6838,41
65;Gerente de Projetos;Pleno;Nacional;TI - Software;2025;200;7;16;8720,67;9072,15;9247,26;9072,15;9291,91;10454,67
65;Gerente de Projetos;Sênior;Nacional;TI - Software;2025;200;6;15;9282,81;10990,99;11592,24;11726,35;11726,35;14094,83
113;Gerente de Recursos Humanos;Indiferente;Nacional;TI - Software;2025;200;12;13;8483,44;10990,99;12455,06;12548,05;14105,11;16120,12
408;Gerente de Relacionamento;Indiferente;Nacional;TI - Software;2025;200;10;11;5828,17;9279,79;11474,21;10516,39;14636,98;16316,55
63;Gerente de Tecnologia da Informação;Indiferente;Nacional;TI - Software;2025;200;6;6;11439,79;14652,35;16106,62;15715,29;17903,13;20838,89
452;Gerente de Testes (Qualidade em TI);Indiferente;Nacional;TI - Software;2025;200;4;5;6686,19;8815,69;11158,57;10718,23;11421,11;18151,62
114;Gerente Financeiro;Indiferente;Nacional;TI - Software;2025;200;13;13;7682,50;10206,25;12450,57;11540,54;16360,91;16701,48
1060;Inside Sales;Indiferente;Nacional;TI - Software;2025;200;22;70;2431,11;2788,31;3903,24;3788,97;4558,20;6045,05
1060;Inside Sales;Júnior;Nacional;TI - Software;2025;200;10;17;2431,11;2574,74;3114,02;3049,93;3587,44;4030,03
1060;Inside Sales;Pleno;Nacional;TI - Software;2025;200;10;17;3406,42;3918,08;4410,49;4433,03;5208,78;5339,79
1060;Inside Sales;Sênior;Nacional;TI - Software;2025;200;8;13;3376,73;4566,34;6003,15;5973,59;8060,06;8839,97
1016;Líder Técnico;Indiferente;Nacional;TI - Software;2025;200;22;59;5454,37;6157,38;8398,16;8859,13;10167,66;12705,93
1016;Líder Técnico;Júnior;Nacional;TI - Software;2025;200;4;13;4525,00;4685,83;4942,89;4685,83;4685,83;7556,31
1016;Líder Técnico;Pleno;Nacional;TI - Software;2025;200;5;20;5017,73;5454,37;6789,87;5854,84;5981,85;14986,46
1016;Líder Técnico;Sênior;Nacional;TI - Software;2025;200;5;11;6695,35;6695,35;8112,84;8051,81;9413,04;10445,12
1016;Líder Técnico;Especialista;Nacional;TI - Software;2025;200;4;7;14357,19;14406,93;17284,14;18279,71;18918,76;21700,70
1080;Product Designer;Indiferente;Nacional;TI - Software;2025;200;8;18;5485,65;7044,47;8149,00;8674,38;9071,90;9328,13
1080;Product Designer;Júnior;Nacional;TI - Software;2025;200;6;7;3531,77;3579,35;4200,48;3856,12;4685,57;5485,65
1080;Product Designer;Pleno;Nacional;TI - Software;2025;200;6;15;6728,33;8416,46;8565,93;8986,97;9071,90;9328,13
892;Product Owner;Indiferente;Nacional;TI - Software;2025;200;29;66;6121,16;7792,61;8608,21;8443,07;9554,34;11485,59
892;Product Owner;Júnior;Nacional;TI - Software;2025;200;15;17;5312,31;6458,12;7232,76;6970,52;8568,01;9084,59
892;Product Owner;Pleno;Nacional;TI - Software;2025;200;9;24;6777,78;7707,25;7962,94;7977,63;7977,63;9456,01
892;Product Owner;Sênior;Nacional;TI - Software;2025;200;8;15;9873,57;10146,06;10886,36;10807,81;11689,83;12056,62
833;Produtor Audiovisual;Indiferente;Nacional;TI - Software;2025;200;8;16;3459,81;3729,61;4506,91;4530,26;4941,82;6383,57
833;Produtor Audiovisual;Júnior;Nacional;TI - Software;2025;200;4;6;2391,42;2754,03;3335,37;3564,59;3826,52;4093,94
833;Produtor Audiovisual;Pleno;Nacional;TI - Software;2025;200;5;10;3470,81;4461,50;4692,56;4846,17;4941,82;6041,02
84;Redator Técnico;Indiferente;Nacional;TI - Software;2025;200;9;10;3205,71;3430,76;3851,01;3688,76;4266,78;4762,76
84;Redator Técnico;Júnior;Nacional;TI - Software;2025;200;4;5;2503,66;2559,07;2944,46;2689,61;3358,36;3611,62
84;Redator Técnico;Pleno;Nacional;TI - Software;2025;200;7;7;3205,71;3488,38;3918,21;3765,90;4248,48;4982,16
893;Scrum Master;Indiferente;Nacional;TI - Software;2025;200;5;13;3918,65;6160,91;7725,76;8698,27;9367,54;9367,54
3;Secretária Executiva;Indiferente;Nacional;TI - Software;2025;200;4;14;5866,92;9542,58;8872,13;9542,58;9542,58;9542,58
3;Secretária Executiva;Pleno;Nacional;TI - Software;2025;200;4;5;3205,71;3292,58;3581,79;3709,46;3709,46;3991,74
1062;Team Lead;Indiferente;Nacional;TI - Software;2025;200;6;20;4195,50;7544,86;10701,75;9324,02;13532,66;18047,83
1063;Tech Recruiter;Indiferente;Nacional;TI - Software;2025;200;4;5;3918,65;4176,12;6390,91;7556,49;8151,65;8151,65
1057;Técnico de Atendimento e Suporte;Indiferente;Nacional;TI - Software;2025;200;13;101;2821,02;3191,90;3861,74;4112,34;4428,75;5082,99
1057;Técnico de Atendimento e Suporte;Júnior;Nacional;TI - Software;2025;200;6;39;2371,09;2468,29;2804,47;2826,50;2914,51;3326,19
1057;Técnico de Atendimento e Suporte;Pleno;Nacional;TI - Software;2025;200;7;55;2830,62;3799,10;4048,23;4112,34;4464,18;5382,67
1057;Técnico de Atendimento e Suporte;Sênior;Nacional;TI - Software;2025;200;5;25;4186,33;4908,54;5317,64;5336,88;5680,72;6448,05
417;Técnico em Eletrotécnica;Indiferente;Nacional;TI - Software;2025;200;4;9;2639,41;3107,69;3238,53;3117,69;3260,05;3894,96
124;Técnico em Segurança do Trabalho;Indiferente;Nacional;TI - Software;2025;200;4;9;3139,43;3663,66;10459,97;16021,28;16021,28;16021,28
1074;UI Designer;Indiferente;Nacional;TI - Software;2025;200;11;19;3526,28;4277,33;4777,38;4973,42;5044,27;6358,43
1074;UI Designer;Júnior;Nacional;TI - Software;2025;200;8;10;2901,80;3283,44;3908,23;3926,76;4423,35;5159,07
1074;UI Designer;Pleno;Nacional;TI - Software;2025;200;6;11;3526,28;4973,42;5203,63;4973,42;5450,49;6728,33
1075;UX Designer;Indiferente;Nacional;TI - Software;2025;200;22;118;4216,88;4976,25;5557,52;5077,18;6279,52;7654,08
1075;UX Designer;Júnior;Nacional;TI - Software;2025;200;12;39;3526,28;4976,25;4862,80;4976,25;4976,25;6347,30
1075;UX Designer;Pleno;Nacional;TI - Software;2025;200;12;36;4611,64;6511,00;6802,81;7166,69;7166,69;8625,99
1075;UX Designer;Sênior;Nacional;TI - Software;2025;200;12;16;6227,31;7876,88;8537,49;9041,05;9083,94;10205,89
454;Vendedor Externo;Indiferente;Nacional;TI - Software;2025;200;7;15;3524,26;4570,26;5145,91;5382,66;5456,94;7144,14
454;Vendedor Externo;Pleno;Nacional;TI - Software;2025;200;4;11;3723,32;4570,26;4933,96;4570,26;5382,66;6055,49
203;Almoxarife;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;11;1895,03;2170,57;2352,79;2427,72;2511,89;2955,72
13;Analista Administrativo;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;8;3022,52;3142,67;3631,54;3466,07;4052,49;4560,99
13;Analista Administrativo;Pleno;Nacional;TI - Software e Hardware;2025;200;4;4;3182,72;4089,84;4462,61;4659,97;5032,74;5347,80
19;Analista Comercial;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;18;2670,95;2714,91;3108,39;3028,93;3394,22;3894,47
19;Analista Comercial;Júnior;Nacional;TI - Software e Hardware;2025;200;5;13;2441,83;2671,44;2900,95;2717,88;3102,63;3605,96
21;Analista Contábil Fiscal;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;7;3434,68;3474,73;4149,07;4121,62;4498,21;5541,29
21;Analista Contábil Fiscal;Júnior;Nacional;TI - Software e Hardware;2025;200;4;4;3028,93;3355,23;3833,18;3792,81;4270,76;4718,16
21;Analista Contábil Fiscal;Pleno;Nacional;TI - Software e Hardware;2025;200;4;5;3434,68;5541,29;5322,27;5661,79;5870,31;6103,30
25;Analista de Atendimento e Suporte;Indiferente;Nacional;TI - Software e Hardware;2025;200;10;124;2355,74;2467,92;2960,82;2772,93;3324,77;4533,78
25;Analista de Atendimento e Suporte;Júnior;Nacional;TI - Software e Hardware;2025;200;7;91;2248,57;2418,02;2547,37;2467,92;2670,81;3556,08
25;Analista de Atendimento e Suporte;Pleno;Nacional;TI - Software e Hardware;2025;200;9;52;2890,63;3028,93;3768,74;3517,82;4676,15;4676,15
25;Analista de Atendimento e Suporte;Sênior;Nacional;TI - Software e Hardware;2025;200;7;16;3716,79;4776,62;4880,28;5075,02;5078,74;5766,27
82;Analista de Banco de Dados;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;11;3173,58;4080,18;5210,48;4626,40;6377,54;8243,24
82;Analista de Banco de Dados;Pleno;Nacional;TI - Software e Hardware;2025;200;4;6;4080,18;4216,73;5566,58;5427,31;6452,19;7857,64
434;Analista de BI;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;12;3526,28;4098,72;4747,54;4556,68;5129,13;6869,37
434;Analista de BI;Júnior;Nacional;TI - Software e Hardware;2025;200;4;6;3022,52;3846,85;4030,12;4121,62;4465,09;4580,13
434;Analista de BI;Pleno;Nacional;TI - Software e Hardware;2025;200;5;6;3526,28;4820,01;6017,57;5953,45;6709,08;9269,07
136;Analista de Compras;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;10;2806,37;3241,74;4140,61;4126,25;4717,88;6045,05
23;Analista de Comunicação;Indiferente;Nacional;TI - Software e Hardware;2025;200;7;9;3418,22;3663,66;4554,90;4579,58;5495,50;6186,55
23;Analista de Comunicação;Júnior;Nacional;TI - Software e Hardware;2025;200;4;4;2921,77;3294,11;3474,53;3540,94;3721,37;3894,47
840;Analista de Conteúdo;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;9;2747,75;3526,28;4650,31;5037,54;5495,50;6431,26
26;Analista de Controladoria;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;13;3338,51;3846,85;4567,94;4349,69;5037,54;6045,05
26;Analista de Controladoria;Pleno;Nacional;TI - Software e Hardware;2025;200;4;6;3821,51;4261,07;4556,06;4398,03;4511,93;5953,45
1017;Analista de Customer Service (CX);Indiferente;Nacional;TI - Software e Hardware;2025;200;6;25;2788,02;3264,32;3801,41;3510,17;4497,45;5037,54
1017;Analista de Customer Service (CX);Júnior;Nacional;TI - Software e Hardware;2025;200;4;14;2768,64;2788,02;3142,21;3214,86;3289,20;4112,46
1017;Analista de Customer Service (CX);Pleno;Nacional;TI - Software e Hardware;2025;200;5;10;3508,58;3814,40;4376,77;4281,63;4923,05;5863,99
435;Analista de Dados;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;17;3526,28;4213,21;4584,63;4497,45;5055,47;5741,56
435;Analista de Dados;Júnior;Nacional;TI - Software e Hardware;2025;200;4;14;2468,39;4098,09;4384,50;4402,12;4936,50;5741,56
28;Analista de Departamento Pessoal;Indiferente;Nacional;TI - Software e Hardware;2025;200;8;10;3418,22;3692,29;4470,83;4437,42;5113,10;5850,92
28;Analista de Departamento Pessoal;Júnior;Nacional;TI - Software e Hardware;2025;200;5;5;3418,22;3526,28;3753,74;3663,66;3778,15;4382,37
