Código;Nome do Cargo;Senioridade;Região;Segmento;Data;Horas;Dados Estatísticos - Empresas;Dados Estatísticos - Salários;Menor Salário;1o Quartil;Média;Mediana;3o Quartil;Maior Salário
28;Analista de Departamento Pessoal;Sênior;Nacional;TI - Software e Hardware;2025;200;4;4;5037,54;5113,10;5361,78;5279,34;5528,02;5850,92
366;Analista de Eventos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5;3022,52;3434,68;3736,94;3526,28;4121,62;4579,58
15;Analista de Infraestrutura de TI;Indiferente;Nacional;TI - Software e Hardware;2025;200;8;17;2548,99;2798,10;4105,47;3828,53;4818,39;7110,46
15;Analista de Infraestrutura de TI;Júnior;Nacional;TI - Software e Hardware;2025;200;5;7;2548,99;2747,75;2894,55;2747,75;2971,67;3526,28
15;Analista de Infraestrutura de TI;Pleno;Nacional;TI - Software e Hardware;2025;200;5;5;3736,94;3828,53;4163,94;4121,62;4415,63;4716,97
437;Analista de Inovação;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;11;4273,66;6167,96;7151,55;7052,55;7817,25;12237,32
37;Analista de Logística;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;8;3104,08;3203,62;3743,73;3668,93;4178,38;4671,17
37;Analista de Logística;Júnior;Nacional;TI - Software e Hardware;2025;200;5;6;2747,75;2810,03;3018,77;2962,55;3132,82;3491,01
37;Analista de Logística;Pleno;Nacional;TI - Software e Hardware;2025;200;4;4;3224,02;3691,14;4120,48;3984,23;4413,57;5289,41
42;Analista de Marketing;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;10;3104,63;3680,38;3888,96;4030,03;4032,98;5079,35
42;Analista de Marketing;Júnior;Nacional;TI - Software e Hardware;2025;200;4;5;2900,71;3022,52;3242,65;3104,63;3105,21;4080,18
42;Analista de Marketing;Pleno;Nacional;TI - Software e Hardware;2025;200;4;6;3663,66;3805,40;4094,92;4031,50;4032,98;5079,35
370;Analista de Marketing Digital;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;14;3022,52;3979,80;4842,90;4687,55;5443,98;7280,26
45;Analista de Mídias Sociais;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5;3526,28;3702,59;3951,35;3716,79;4277,33;4533,78
45;Analista de Mídias Sociais;Pleno;Nacional;TI - Software e Hardware;2025;200;5;5;3702,59;3716,79;4344,23;4277,33;4533,78;5490,68
46;Analista de Negócios;Indiferente;Nacional;TI - Software e Hardware;2025;200;7;19;3591,44;4631,33;6063,62;5702,79;7236,70;10990,99
46;Analista de Negócios;Júnior;Nacional;TI - Software e Hardware;2025;200;5;7;3835,88;4392,45;4826,37;4847,03;5274,91;5766,97
438;Analista de Pré-vendas (SDR);Indiferente;Nacional;TI - Software e Hardware;2025;200;7;13;2416,27;2663,95;2941,54;2906,96;3205,71;3594,29
438;Analista de Pré-vendas (SDR);Júnior;Nacional;TI - Software e Hardware;2025;200;5;8;2416,27;2587,60;2782,78;2742,49;2977,07;3205,71
1015;Analista de Product Marketing (PMM);Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;4213,21;4265,19;4944,16;4813,61;5368,19;6189,12
375;Analista de Produto;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;9;4215,05;4415,63;5066,57;5221,33;5495,50;6045,05
375;Analista de Produto;Pleno;Nacional;TI - Software e Hardware;2025;200;4;5;4688,31;5420,39;5570,96;5495,50;6045,05;6205,57
18;Analista de Projetos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;10;3663,66;4301,08;4984,06;4821,39;5601,97;6403,97
18;Analista de Projetos;Júnior;Nacional;TI - Software e Hardware;2025;200;4;8;2241,70;3540,81;4129,93;4195,47;4489,93;6403,97
50;Analista de Qualidade e Processos;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;7;3032,75;3625,11;4754,48;4121,62;6163,97;6548,80
359;Analista de Recrutamento e Seleção;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5;4396,40;4396,40;5318,20;4533,78;6411,41;6853,03
52;Analista de Recursos Humanos;Indiferente;Nacional;TI - Software e Hardware;2025;200;11;18;3405,86;3716,79;4347,22;4332,90;4916,18;5497,09
52;Analista de Recursos Humanos;Júnior;Nacional;TI - Software e Hardware;2025;200;6;8;2681,80;3369,67;3487,11;3680,57;3716,79;3778,15
52;Analista de Recursos Humanos;Pleno;Nacional;TI - Software e Hardware;2025;200;7;8;4193,25;4450,44;5040,66;4895,57;5497,09;6529,91
376;Analista de Relacionamento;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;18;2890,63;2994,66;3456,48;3403,32;3788,94;4476,54
376;Analista de Relacionamento;Júnior;Nacional;TI - Software e Hardware;2025;200;5;12;2301,30;2890,63;3051,24;3006,08;3434,68;3769,91
376;Analista de Relacionamento;Pleno;Nacional;TI - Software e Hardware;2025;200;5;5;2619,52;3371,95;3875,54;3983,97;4274,58;5127,69
362;Analista de Remuneração e Benefícios;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;4492,48;5145,42;6292,35;5940,25;7678,12;8243,24
889;Analista de Segurança da Informação;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;4779,25;5270,14;6718,66;6498,17;7324,91;10075,08
22;Analista de Sistemas;Indiferente;Nacional;TI - Software e Hardware;2025;200;10;25;3676,03;4295,55;5963,33;5199,64;8060,06;9517,17
22;Analista de Sistemas;Júnior;Nacional;TI - Software e Hardware;2025;200;6;14;4034,29;4286,35;4802,66;4767,44;5199,64;5983,65
22;Analista de Sistemas;Pleno;Nacional;TI - Software e Hardware;2025;200;4;8;3676,03;6838,44;7943,75;8436,10;9078,20;11974,10
22;Analista de Sistemas;Sênior;Nacional;TI - Software e Hardware;2025;200;5;7;8060,06;9246,57;10440,13;9726,48;11700,85;13399,55
30;Analista de Tecnologia da Informação;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;15;2543,96;3087,09;3945,98;3278,06;4818,18;7080,76
30;Analista de Tecnologia da Informação;Júnior;Nacional;TI - Software e Hardware;2025;200;4;9;2543,96;3022,52;3889,41;3173,58;3278,06;10490,67
30;Analista de Tecnologia da Informação;Pleno;Nacional;TI - Software e Hardware;2025;200;4;5;3526,28;4415,63;5097,09;5220,72;5242,06;7080,76
29;Analista de Testes (Qualidade em TI);Indiferente;Nacional;TI - Software e Hardware;2025;200;9;39;2890,63;3265,24;4153,82;4021,05;4763,22;6359,77
29;Analista de Testes (Qualidade em TI);Júnior;Nacional;TI - Software e Hardware;2025;200;7;17;3123,27;3429,07;3862,59;3993,10;4215,05;4628,23
29;Analista de Testes (Qualidade em TI);Pleno;Nacional;TI - Software e Hardware;2025;200;5;9;4130,78;5138,29;5547,12;5495,50;6278,60;6605,22
379;Analista de Treinamento e Desenvolvimento;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;4130,78;4184,01;4482,97;4307,74;4720,49;5150,73
16;Analista Financeiro;Indiferente;Nacional;TI - Software e Hardware;2025;200;12;43;2890,63;3526,28;4045,36;4080,18;4518,95;5452,63
16;Analista Financeiro;Júnior;Nacional;TI - Software e Hardware;2025;200;10;21;2890,63;3049,93;3719,38;3526,28;4167,42;5069,82
16;Analista Financeiro;Pleno;Nacional;TI - Software e Hardware;2025;200;7;17;3526,28;4080,18;4419,44;4215,05;4688,55;5452,63
59;Assistente Administrativo;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;7;2317,27;2507,41;2659,66;2619,52;2777,42;3111,21
273;Assistente Contábil;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;2284,60;2477,91;2707,96;2718,90;2871,27;3205,71
319;Assistente de Atendimento e Suporte;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;49;2046,00;2548,99;3264,40;3278,06;3434,68;5007,31
67;Assistente de Compras;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;4;2238,90;2345,76;2452,47;2450,08;2556,78;2670,81
1068;Assistente de Customer Experience;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;7;2076,90;2309,28;2503,74;2619,52;2644,71;2921,77
68;Assistente de Departamento Pessoal;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;9;2289,79;2535,90;2732,05;2670,81;2954,01;3324,77
69;Assistente de Infraestrutura de TI;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;2543,96;2784,60;3001,50;2930,84;3238,63;3526,28
70;Assistente de Logística;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;7;2289,79;2510,87;2660,73;2513,15;2827,57;3145,26
71;Assistente de Marketing;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;6;2089,53;2362,86;2761,32;2764,28;3099,69;3509,31
441;Assistente de Pré-vendas (SDR);Indiferente;Nacional;TI - Software e Hardware;2025;200;4;15;1831,83;2048,19;2245,82;2131,15;2528,05;2639,76
75;Assistente de Qualidade e Processos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;14;2102,66;2102,66;2500,57;2580,19;2855,41;2859,10
77;Assistente de Recursos Humanos;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;7;2092,43;2412,84;2823,04;2954,01;3249,18;3390,80
443;Assistente de Testes (Qualidade em TI);Indiferente;Nacional;TI - Software e Hardware;2025;200;4;11;1410,51;2687,41;2880,87;3212,31;3212,31;3212,31
79;Assistente Financeiro;Indiferente;Nacional;TI - Software e Hardware;2025;200;7;11;2303,04;2503,20;2848,40;2670,81;2979,33;3926,19
83;Auxiliar Administrativo;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;1436,68;1530,89;1866,27;1843,72;2149,76;2395,12
91;Auxiliar de Serviços Gerais;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;23;1715,50;1832,75;2049,18;2000,36;2203,51;2640,68
285;Consultor Comercial;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;2487,54;4150,47;5576,12;4326,74;5589,81;12213,17
40;Consultor de Atendimento e Suporte;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5;4080,18;4933,98;5664,16;6014,82;6529,91;6761,93
41;Coordenador Comercial;Indiferente;Nacional;TI - Software e Hardware;2025;200;8;10;6065,20;6992,41;7747,76;7956,48;8325,84;9345,46
47;Coordenador de Atendimento e Suporte;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;14;5966,93;6282,26;6840,58;6662,37;7268,29;8168,14
73;Coordenador de Desenvolvimento;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5;12165,65;12373,11;13102,78;12581,75;13280,78;15112,61
132;Coordenador de Infraestrutura de TI;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5;6548,80;7052,55;8499,70;7327,33;10578,83;10990,99
56;Coordenador de Marketing;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5;7052,55;7211,78;7779,58;7327,33;7785,29;9520,95
447;Coordenador de Pré-vendas;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;4;4340,32;6565,97;7217,52;7546,57;8198,12;9436,63
396;Coordenador de Produção;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;4;4674,83;4809,47;7898,54;6105,50;9194,57;14708,35
305;Coordenador de Produto;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;7;7327,33;7785,29;9146,88;8426,43;8795,60;15112,61
97;Coordenador de Projetos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;9521,32;10060,28;12222,50;11798,95;13991,33;16012,96
121;Coordenador de Recursos Humanos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5;5541,29;6165,95;7114,55;6895,33;7052,55;9917,65
448;Coordenador de Relacionamento;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;4382,66;5578,26;6672,82;6794,02;7945,57;8563,81
122;Coordenador Financeiro;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;6;6869,37;7172,19;8079,92;8322,01;8634,45;9438,60
1;Desenvolvedor;Indiferente;Nacional;TI - Software e Hardware;2025;200;12;167;2890,63;3630,88;5292,47;5246,21;6508,50;9571,32
1;Desenvolvedor;Júnior;Nacional;TI - Software e Hardware;2025;200;7;43;3386,15;4396,19;4735,69;4847,03;5246,21;5541,29
1;Desenvolvedor;Pleno;Nacional;TI - Software e Hardware;2025;200;10;45;5279,34;5949,04;6796,33;6548,80;7556,31;9067,57
1;Desenvolvedor;Sênior;Nacional;TI - Software e Hardware;2025;200;5;14;7903,44;8133,61;9030,69;8964,49;9589,82;11721,37
842;Desenvolvedor Back-end;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;12;4451,35;4874,64;6485,41;6340,28;7738,92;9067,57
842;Desenvolvedor Back-end;Júnior;Nacional;TI - Software e Hardware;2025;200;4;8;3840,46;3992,75;4518,90;4515,47;4732,03;5770,27
10;Desenvolvedor Front-end;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;20;5037,54;6167,33;7137,31;7398,67;8142,60;8966,82
10;Desenvolvedor Front-end;Júnior;Nacional;TI - Software e Hardware;2025;200;4;11;2619,52;3645,35;4462,23;4477,00;5146,03;6673,15
10;Desenvolvedor Front-end;Pleno;Nacional;TI - Software e Hardware;2025;200;4;7;5642,04;6163,67;6901,09;6839,69;7398,67;8701,20
843;Desenvolvedor Mobile;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;15;4433,03;4808,56;6046,00;6246,55;6823,57;7976,71
843;Desenvolvedor Mobile;Pleno;Nacional;TI - Software e Hardware;2025;200;4;10;5642,04;6287,76;7120,33;6503,00;7357,37;10578,83
399;Designer;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;14;3526,28;4171,89;4614,20;4411,31;5239,04;5803,59
399;Designer;Pleno;Nacional;TI - Software e Hardware;2025;200;6;12;3828,53;4272,42;4645,61;4411,31;5239,04;5803,59
449;DevOps;Indiferente;Nacional;TI - Software e Hardware;2025;200;8;11;3316,46;5105,34;6984,65;5686,01;8485,50;12593,84
404;Engenheiro de Controle e Automação;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;9;3689,25;3689,25;7246,50;4818,38;11437,82;13684,44
1005;Engenheiro de Dados;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;7;5007,31;6556,58;9112,45;9729,50;11099,22;13738,74
145;Engenheiro de Software;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;15;10075,08;11042,28;12699,86;12448,40;14630,93;15202,28
338;Estagiário Administrativo;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;20;1612,01;1746,35;1867,25;1746,35;2015,02;2216,52
425;Estagiário em TI;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;10;1612,01;1746,35;1853,81;1779,93;2015,02;2216,52
105;Executivo de Contas;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;16;5606,78;6235,67;6764,27;6770,45;7226,85;7986,79
107;Gerente Comercial;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;5888,03;10762,24;13119,19;13365,97;15977,24;19353,16
49;Gerente de Atendimento e Suporte;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;7;8334,88;8899,45;11691,46;9464,02;14475,55;17291,35
112;Gerente de Marketing;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;4;10027,45;11704,44;12502,02;12479,52;13277,10;15021,59
407;Gerente de Produto;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;8;6640,39;8014,26;11852,31;10189,56;13218,18;22430,14
65;Gerente de Projetos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6;10075,08;11334,46;12483,28;12282,00;13168,14;15778,48
113;Gerente de Recursos Humanos;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;5;9015,73;9505,33;10652,89;11082,58;11735,60;11925,23
408;Gerente de Relacionamento;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;4;7052,55;8305,39;9567,73;9388,73;10651,07;12440,89
114;Gerente Financeiro;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;5;7934,12;10799,91;10734,17;11082,58;11223,76;12630,48
1060;Inside Sales;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;15;2542,54;2721,28;3031,98;3145,44;3197,90;3598,10
1060;Inside Sales;Júnior;Nacional;TI - Software e Hardware;2025;200;4;10;2248,57;2296,04;2475,45;2490,49;2573,38;2821,02
1060;Inside Sales;Pleno;Nacional;TI - Software e Hardware;2025;200;4;7;3104,26;3195,80;3767,87;4215,05;4215,05;4234,10
1016;Líder Técnico;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;6;6969,20;6990,04;9065,75;8105,86;10423,40;13399,55
1080;Product Designer;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;10;3232,31;3778,15;5152,59;4350,60;6948,56;7327,33
892;Product Owner;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;24;4030,03;4926,94;5641,16;5301,32;6101,90;8025,58
892;Product Owner;Júnior;Nacional;TI - Software e Hardware;2025;200;4;14;3526,28;4610,26;4778,96;4893,28;5077,13;5496,41
892;Product Owner;Pleno;Nacional;TI - Software e Hardware;2025;200;5;8;4976,17;5815,58;6185,48;5949,01;6590,06;7482,91
833;Produtor Audiovisual;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;8;2670,81;3240,86;4064,34;3791,07;4591,03;6557,92
360;Projetista;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;8;2015,02;3904,09;5199,10;5534,56;6446,18;7666,22
84;Redator Técnico;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;18;3145,44;3278,06;3842,98;3526,28;4380,37;5037,54
84;Redator Técnico;Pleno;Nacional;TI - Software e Hardware;2025;200;4;12;3278,06;3278,06;3964,70;3785,94;4364,57;5416,89
1062;Team Lead;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;25;4215,05;4415,63;6691,91;5420,39;5678,68;14298,22
143;Técnico em Eletrônica;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;28;3095,37;4349,91;4290,77;4349,91;4445,82;5069,02
143;Técnico em Eletrônica;Pleno;Nacional;TI - Software e Hardware;2025;200;5;7;3235,15;3659,08;4241,85;4733,52;4802,03;4802,03
417;Técnico em Eletrotécnica;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;15;2747,75;3614,66;4205,02;4367,19;4722,89;5939,40
1074;UI Designer;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;14;2821,02;4251,68;5389,31;5067,88;6481,98;8590,81
1075;UX Designer;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;31;2459,80;2459,80;3190,60;3048,95;3761,90;5037,54
1075;UX Designer;Pleno;Nacional;TI - Software e Hardware;2025;200;4;8;2967,98;3098,08;4404,52;4489,86;5548,31;5913,69
454;Vendedor Externo;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;11;2488,47;3613,82;6562,34;7717,16;8276,26;11768,66
13;Analista Administrativo;Indiferente;Nacional;TI - Servic?os;2025;200;8;67;2179,88;2319,93;2754,24;2319,93;3651,35;3801,11
13;Analista Administrativo;Júnior;Nacional;TI - Servic?os;2025;200;5;48;2319,93;2319,93;2381,39;2319,93;2319,93;3136,76
13;Analista Administrativo;Pleno;Nacional;TI - Servic?os;2025;200;7;22;3727,78;3801,11;4016,28;3801,11;4008,15;4871,29
19;Analista Comercial;Indiferente;Nacional;TI - Servic?os;2025;200;6;23;3136,76;3228,71;3784,58;3579,56;4417,95;4538,93
19;Analista Comercial;Júnior;Nacional;TI - Servic?os;2025;200;4;14;3001,69;3136,76;3199,51;3228,71;3228,71;3579,56
19;Analista Comercial;Pleno;Nacional;TI - Servic?os;2025;200;4;11;3375,06;4294,52;4251,45;4417,95;4417,95;4417,95
21;Analista Contábil Fiscal;Indiferente;Nacional;TI - Servic?os;2025;200;4;8;3241,76;3241,76;3640,39;3358,83;4172,52;4332,28
25;Analista de Atendimento e Suporte;Indiferente;Nacional;TI - Servic?os;2025;200;13;173;2300,78;2382,49;3002,19;3213,40;3452,47;4281,91
25;Analista de Atendimento e Suporte;Júnior;Nacional;TI - Servic?os;2025;200;12;87;1923,42;2382,49;2589,28;2382,49;2608,94;3686,21
25;Analista de Atendimento e Suporte;Pleno;Nacional;TI - Servic?os;2025;200;4;69;3452,47;3452,47;3478,86;3452,47;3452,47;4050,32
25;Analista de Atendimento e Suporte;Sênior;Nacional;TI - Servic?os;2025;200;5;22;3346,65;4772,03;4817,09;4772,03;4772,03;6271,53
840;Analista de Conteúdo;Indiferente;Nacional;TI - Servic?os;2025;200;7;8;3394,38;3906,84;4309,17;4025,73;4547,53;5568,34
840;Analista de Conteúdo;Pleno;Nacional;TI - Servic?os;2025;200;5;5;3839,52;3929,28;4252,16;4021,43;4030,03;5440,54
26;Analista de Controladoria;Indiferente;Nacional;TI - Servic?os;2025;200;4;16;4846,11;5923,25;5748,52;5923,25;5923,25;5923,25
435;Analista de Dados;Indiferente;Nacional;TI - Servic?os;2025;200;8;39;3390,16;4403,18;4489,61;4403,18;4533,78;5541,29
435;Analista de Dados;Pleno;Nacional;TI - Servic?os;2025;200;5;9;4533,78;4713,14;4837,39;4713,14;5037,54;5541,29
435;Analista de Dados;Sênior;Nacional;TI - Servic?os;2025;200;4;5;4808,56;4808,56;7822,54;7123,08;7346,64;15025,88
28;Analista de Departamento Pessoal;Indiferente;Nacional;TI - Servic?os;2025;200;8;19;3022,52;3022,52;3777,72;4022,08;4022,08;5102,02
28;Analista de Departamento Pessoal;Júnior;Nacional;TI - Servic?os;2025;200;4;9;3022,52;3022,52;3301,11;3022,52;3526,28;4522,29
28;Analista de Departamento Pessoal;Pleno;Nacional;TI - Servic?os;2025;200;5;10;3613,29;4022,08;4206,68;4022,08;4227,49;5102,02
366;Analista de Eventos;Indiferente;Nacional;TI - Servic?os;2025;200;5;6;2946,96;2971,00;3350,66;3022,52;3173,65;4934,10
436;Analista de Implantação e Configuração;Indiferente;Nacional;TI - Servic?os;2025;200;5;18;3277,92;3847,25;4388,55;4527,06;5092,81;5319,58
436;Analista de Implantação e Configuração;Júnior;Nacional;TI - Servic?os;2025;200;4;11;2639,67;3277,92;3597,08;3653,42;3906,19;4465,94
436;Analista de Implantação e Configuração;Pleno;Nacional;TI - Servic?os;2025;200;5;10;4588,19;5044,83;5101,16;5118,16;5178,59;5809,11
15;Analista de Infraestrutura de TI;Indiferente;Nacional;TI - Servic?os;2025;200;10;69;3770,31;3770,31;4656,11;5000,80;5000,80;6939,45
15;Analista de Infraestrutura de TI;Júnior;Nacional;TI - Servic?os;2025;200;5;24;3173,65;3770,31;3791,46;3770,31;3770,31;4313,48
15;Analista de Infraestrutura de TI;Pleno;Nacional;TI - Servic?os;2025;200;6;35;3903,63;5000,80;4934,77;5000,80;5000,80;5891,21
15;Analista de Infraestrutura de TI;Sênior;Nacional;TI - Servic?os;2025;200;5;27;5138,29;8089,10;7542,86;8089,10;8089,10;8089,10
42;Analista de Marketing;Indiferente;Nacional;TI - Servic?os;2025;200;10;29;3312,53;3312,53;3699,72;3480,48;4164,00;4533,78
42;Analista de Marketing;Júnior;Nacional;TI - Servic?os;2025;200;6;15;2857,66;3312,53;3392,78;3312,53;3320,67;4190,43
42;Analista de Marketing;Pleno;Nacional;TI - Servic?os;2025;200;4;9;3572,07;4164,00;4146,82;4164,00;4164,00;4533,78
42;Analista de Marketing;Sênior;Nacional;TI - Servic?os;2025;200;4;6;5541,29;5975,95;5948,46;5975,95;6011,28;6198,57
370;Analista de Marketing Digital;Indiferente;Nacional;TI - Servic?os;2025;200;4;4;4533,78;4779,11;5382,75;5452,97;6056,61;6091,29
46;Analista de Negócios;Indiferente;Nacional;TI - Servic?os;2025;200;5;57;4294,54;4294,54;4892,57;5206,39;5206,39;6360,56
46;Analista de Negócios;Júnior;Nacional;TI - Servic?os;2025;200;4;25;3221,00;4294,54;4173,59;4294,54;4294,54;4294,54
46;Analista de Negócios;Pleno;Nacional;TI - Servic?os;2025;200;5;53;4523,71;5206,39;6106,54;5206,39;7576,27;7576,27
1113;Analista de Parcerias;Indiferente;Nacional;TI - Servic?os;2025;200;4;6;3224,02;4206,34;6165,13;5147,86;5848,33;13496,70
17;Analista de Pesquisa e Desenvolvimento P&D;Indiferente;Nacional;TI - Servic?os;2025;200;4;14;3576,65;4108,00;4424,45;4148,96;4148,96;6403,77
438;Analista de Pré-vendas (SDR);Indiferente;Nacional;TI - Servic?os;2025;200;6;11;2469,31;2571,89;2994,52;3022,52;3249,21;3829,21
18;Analista de Projetos;Indiferente;Nacional;TI - Servic?os;2025;200;5;35;4231,39;4231,39;4411,49;4231,39;4605,20;5247,10
18;Analista de Projetos;Júnior;Nacional;TI - Servic?os;2025;200;5;31;2656,16;3075,10;3825,16;4231,39;4231,39;4576,96
18;Analista de Projetos;Pleno;Nacional;TI - Servic?os;2025;200;4;15;4284,93;4605,20;4681,79;4605,20;4605,20;6045,05
439;Analista de Prospecção (BDR);Indiferente;Nacional;TI - Servic?os;2025;200;4;6;2564,56;2685,92;3569,63;3096,71;4495,32;5149,28
50;Analista de Qualidade e Processos;Indiferente;Nacional;TI - Servic?os;2025;200;4;4;4171,08;4211,89;4671,86;4314,33;4774,31;5887,69
50;Analista de Qualidade e Processos;Pleno;Nacional;TI - Servic?os;2025;200;4;5;4171,08;4225,49;5789,10;5887,69;7330,62;7330,62
359;Analista de Recrutamento e Seleção;Indiferente;Nacional;TI - Servic?os;2025;200;5;8;3022,52;3758,00;3975,88;4022,08;4522,29;4522,29
52;Analista de Recursos Humanos;Indiferente;Nacional;TI - Servic?os;2025;200;12;20;3173,65;3951,78;4318,91;4315,05;4672,96;5307,71
52;Analista de Recursos Humanos;Júnior;Nacional;TI - Servic?os;2025;200;4;6;2768,44;2768,44;3138,81;2971,04;3438,12;3827,62
52;Analista de Recursos Humanos;Pleno;Nacional;TI - Servic?os;2025;200;8;12;3936,61;3956,83;4483,86;4315,05;5090,48;5307,71
52;Analista de Recursos Humanos;Sênior;Nacional;TI - Servic?os;2025;200;4;4;4533,78;5024,94;5571,51;5645,87;6192,43;6460,52
376;Analista de Relacionamento;Indiferente;Nacional;TI - Servic?os;2025;200;12;34;2785,30;2785,30;3440,76;3450,66;3962,50;4661,10
376;Analista de Relacionamento;Júnior;Nacional;TI - Servic?os;2025;200;4;5;2868,70;3389,06;3342,87;3425,42;3475,90;3555,25
376;Analista de Relacionamento;Pleno;Nacional;TI - Servic?os;2025;200;8;15;3764,41;3913,83;4136,13;3962,50;4239,59;5138,29
376;Analista de Relacionamento;Sênior;Nacional;TI - Servic?os;2025;200;4;4;4936,79;4997,24;5263,40;5161,82;5427,99;5793,17
894;Analista de Sales Ops;Indiferente;Nacional;TI - Servic?os;2025;200;4;5;1831,83;4030,03;4333,58;4332,28;4408,85;7064,91
889;Analista de Segurança da Informação;Indiferente;Nacional;TI - Servic?os;2025;200;5;10;3908,97;4526,12;6427,47;5755,62;7207,21;10435,30
889;Analista de Segurança da Informação;Júnior;Nacional;TI - Servic?os;2025;200;4;5;2747,75;3908,97;4045,25;4517,30;4526,12;4526,12
22;Analista de Sistemas;Indiferente;Nacional;TI - Servic?os;2025;200;4;61;5783,37;5783,37;7616,44;8651,56;8651,56;8701,20
29;Analista de Testes (Qualidade em TI);Indiferente;Nacional;TI - Servic?os;2025;200;6;26;3205,71;4295,47;4252,85;4423,79;4423,79;5238,03
29;Analista de Testes (Qualidade em TI);Júnior;Nacional;TI - Servic?os;2025;200;4;22;3148,44;3148,44;3309,99;3148,44;3148,44;4252,69
29;Analista de Testes (Qualidade em TI);Pleno;Nacional;TI - Servic?os;2025;200;4;22;4423,79;4423,79;4620,21;4423,79;4423,79;5825,61
379;Analista de Treinamento e Desenvolvimento;Indiferente;Nacional;TI - Servic?os;2025;200;4;12;3022,52;3873,88;4967,12;4522,29;6495,52;7357,08
16;Analista Financeiro;Indiferente;Nacional;TI - Servic?os;2025;200;13;31;2821,02;3141,01;3925,46;3876,16;4499,92;6347,30
