Código;Nome do Cargo;Senioridade;Região;Segmento;Data;Horas;Dados Estatísticos - Empresas;Dados Estatísticos - Salários
42;Analista de Marketing;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;14
42;Analista de Marketing;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;9
42;Analista de Marketing;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;8
193;Analista de Mídia Digital;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;16
354;Analista de PCP;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;21;46
354;Analista de PCP;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4
354;Analista de PCP;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;12
354;Analista de PCP;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;8
17;Analista de Pesquisa e Desenvolvimento P&D;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;5
993;Analista de Planejamento e Controle de Manutenção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;7
48;Analista de Processos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;28
48;Analista de Processos;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;9
375;Analista de Produto;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;16
375;Analista de Produto;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5
375;Analista de Produto;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;9
375;Analista de Produto;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5
628;Analista de Qualidade;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;13;21
628;Analista de Qualidade;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;11
628;Analista de Qualidade;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;8
52;Analista de Recursos Humanos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;17;63
52;Analista de Recursos Humanos;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;16
52;Analista de Recursos Humanos;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;20
52;Analista de Recursos Humanos;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;26
22;Analista de Sistemas;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;21
22;Analista de Sistemas;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5
22;Analista de Sistemas;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5
16;Analista Financeiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;17;37
16;Analista Financeiro;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;12
16;Analista Financeiro;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;19
16;Analista Financeiro;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;7
59;Assistente Administrativo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;64
62;Assistente Comercial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;19
273;Assistente Contábil / Fiscal;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;12
565;Assistente de Almoxarifado;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;18
319;Assistente de Atendimento e Suporte;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4
67;Assistente de Compras;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;20
531;Assistente de Engenharia;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;8
1196;Assistente de Estilo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;12
467;Assistente de Estoque;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
387;Assistente de Faturamento;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;7
70;Assistente de Logística;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;9
1083;Assistente de Manutenção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;5
71;Assistente de Marketing;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;11;17
388;Assistente de PCP;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;12;17
594;Assistente de Pesquisa e Desenvolvimento P&D;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
616;Assistente de Produto;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5
629;Assistente de Qualidade;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;17
77;Assistente de Recursos Humanos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;15;22
79;Assistente Financeiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;11
83;Auxiliar Administrativo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;40
392;Auxiliar de Almoxarifado;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;16
566;Auxiliar de Estoque;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;9
1053;Auxiliar de Expedição;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;15;100
798;Auxiliar de Laboratorista Têxtil;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;30
861;Auxiliar de Manutenção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;38
393;Auxiliar de Produção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;225
630;Auxiliar de Qualidade;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;11
91;Auxiliar de Serviços Gerais;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;25;61
1028;Auxiliar de Talhação;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;35
1085;Auxiliar de Tecelão;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;36
996;Auxiliar de Transportes;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;21
221;Auxiliar Técnico;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;13
818;Carregador de Fios;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;155
818;Carregador de Fios;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;49
818;Carregador de Fios;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;23
818;Carregador de Fios;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4
93;Comprador;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;59
93;Comprador;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;13
93;Comprador;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;25
93;Comprador;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;27
955;Conferente;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;27
955;Conferente;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;8
955;Conferente;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;5
94;Contador;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4
877;Controlador de Produção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;21
877;Controlador de Produção;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;7
41;Coordenador Comercial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;13
768;Coordenador de Laboratório;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
567;Coordenador de Logística;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
56;Coordenador de Marketing;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
864;Coordenador de PCP;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;9
631;Coordenador de Qualidade;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;11
121;Coordenador de Recursos Humanos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;9
122;Coordenador Financeiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4
279;Coordenador Contábil / Fiscal;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
612;Costureira;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;95
1090;Costureira de Conserto;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;14
1089;Costureira Pilotista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;52
1089;Costureira Pilotista;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;13
1198;Cozinheiro industrial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;14
774;Projetista Metalúrgico;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;11
1;Desenvolvedor;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;95
1;Desenvolvedor;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;70
1;Desenvolvedor;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;44
884;Designer de Produto;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;19
884;Designer de Produto;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
884;Designer de Produto;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;5
99;Diretor Administrativo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5
218;Eletricista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;28
218;Eletricista;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;6
218;Eletricista;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;5
871;Embalador;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;119
1029;Encarregado de Costura;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4
1052;Supervisor de Expedição de Fios;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;5
820;Encarregado de Manutenção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;9
355;Encarregado de Produção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;13;58
355;Encarregado de Produção;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;5
355;Encarregado de Produção;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
355;Encarregado de Produção;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4
1087;Enfestador;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;32
1087;Enfestador;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
1087;Enfestador;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
621;Estilista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;19
621;Estilista;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;5
621;Estilista;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;7
621;Estilista;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4
468;Estoquista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;31
406;Expedidor;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;17;93
406;Expedidor;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;25
406;Expedidor;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;18
872;Ferramenteiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;18
106;Gerente Administrativo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;6
107;Gerente Comercial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;11;18
109;Gerente de Compras;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;6
135;Gerente de Infraestrutura de TI;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;7
464;Gerente de Loja;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;17
311;Gerente de Operações;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4
66;Gerente de Pesquisa e Desenvolvimento P&D;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4
613;Gerente de Produção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;9
632;Gerente de Qualidade;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
113;Gerente de Recursos Humanos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
114;Gerente Financeiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;10
873;Gerente Industrial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;5
870;Inspetor de Qualidade;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;27
870;Inspetor de Qualidade;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;8
870;Inspetor de Qualidade;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
1091;Inspetor de Qualidade Externo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;18
797;Laboratorista Têxtil;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;23
1187;Líder de Armazém;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4
968;Líder de Expedição;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;15;17
968;Líder de Expedição;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
968;Líder de Expedição;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
1046;Líder de Operações;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;25
819;Mecânico de Manutenção de Máquinas;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;15;84
819;Mecânico de Manutenção de Máquinas;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;13
819;Mecânico de Manutenção de Máquinas;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;13
819;Mecânico de Manutenção de Máquinas;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;24
1095;Mecânico de Manutenção Teares;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;26
1095;Mecânico de Manutenção Teares;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
1095;Mecânico de Manutenção Teares;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;13
1095;Mecânico de Manutenção Teares;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;8
623;Modelista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;18
623;Modelista;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;5
356;Montador;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;160
356;Montador;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;31
151;Motorista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;13;33
151;Motorista;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;6
958;Motorista de Caminhão;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;21
788;Nutricionista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
769;Operador CNC;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;26
802;Operador de Calandra;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;33
886;Operador de Caldeira;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;32
1097;Operador de Embaladeira;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;40
868;Operador de Empilhadeira;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;46
1099;Operador de Entrada de Rama;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;46
875;Operador de estação de tratamento de água e efluentes;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;20
1098;Operador de Hidro Extrator;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;76
1000;Operador de Logistica;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4
614;Operador de Máquina Prensa Hidráulica e Corte;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;54
1197;Operador de máquina de bordar;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
1132;Operador de Maquina de Têxtil;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;82
1001;Operador de Produção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;387
799;Operador de Rama (Rameuse);Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;44
1104;Operador de Saída de Rama;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;44
1107;Operador de Secador;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;16
1054;Operador de Transpaleteira;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
1103;Operador Felpadeira;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;15
1111;Operador Maquina de Corte;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;50
1128;Operador Polivalente Industria Têxtil;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;204
1088;Pesador;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;34
1088;Pesador;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
1031;Pintor de Estruturas Metálicas;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;9
116;Porteiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;35
869;Preparador de Tintas;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;15
1002;Recepcionista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;15;16
329;Revisor;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;162
329;Revisor;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;22
329;Revisor;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;19
1094;Revisor de Malha;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;13;106
3;Secretária Executiva;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
821;Soldador;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;19
474;Supervisor Administrativo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;9
463;Supervisor Comercial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;15
236;Supervisor de Almoxarifado;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;5
571;Supervisor de Logística;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;8
591;Supervisor de Operações;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;12;31
659;Supervisor de Segurança do Trabalho;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;8
1092;Supervisor de Talhação;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;7
469;Supervisor Financeiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4
1027;Talhador de Tecidos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;26
803;Tecelão de Malhas;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;144
1129;Tecelão Têxtil;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;73
695;Técnico em Eletroeletrônica;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;22
143;Técnico em Eletrônica;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;19
417;Técnico em Eletrotécnica;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
711;Técnico em Manutenção de Máquinas Industriais;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;10
124;Técnico em Segurança do Trabalho;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;19
124;Técnico em Segurança do Trabalho;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;6
743;Técnico em Têxtil;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;13
1093;Tintureiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;222
772;Torneiro Mecânico;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;23
1130;Urdidor;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;20
465;Vendedor de Loja;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;8
454;Vendedor Externo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;15
454;Vendedor Externo;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4
454;Vendedor Externo;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5
272;Vendedor Interno;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;43
272;Vendedor Interno;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5
272;Vendedor Interno;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;7
272;Vendedor Interno;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;8
258;Administrador;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;6;19
258;Administrador;Pleno;SC;Prestac?a?o de Servic?os;2024;200;4;4
9;Advogado;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;3
9;Advogado;Pleno;SC;Prestac?a?o de Servic?os;2024;200;3;3
13;Analista Administrativo;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;8
19;Analista Comercial;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;4;10
19;Analista Comercial;Pleno;SC;Prestac?a?o de Servic?os;2024;200;3;6
21;Analista Contábil;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;4
15;Analista de Infraestrutura de TI;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;5;8
42;Analista de Marketing;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;5;9
370;Analista de Marketing Digital;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;3
511;Analista de Mídia;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;3
438;Analista de Pré-vendas (SDR);Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;6
52;Analista de Recursos Humanos;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;3
22;Analista de Sistemas;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;5
16;Analista Financeiro;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;5;7
1167;Analista Musical;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;3
1168;Apresentador;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;8;36
1168;Apresentador;Pleno;SC;Prestac?a?o de Servic?os;2024;200;7;27
59;Assistente Administrativo;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;20;54
59;Assistente Administrativo;Júnior;SC;Prestac?a?o de Servic?os;2024;200;5;11
59;Assistente Administrativo;Pleno;SC;Prestac?a?o de Servic?os;2024;200;7;10
59;Assistente Administrativo;Sênior;SC;Prestac?a?o de Servic?os;2024;200;3;4
62;Assistente Comercial;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;9;44
62;Assistente Comercial;Júnior;SC;Prestac?a?o de Servic?os;2024;200;4;4
62;Assistente Comercial;Pleno;SC;Prestac?a?o de Servic?os;2024;200;5;14
273;Assistente Contábil;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;7
71;Assistente de Marketing;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;6;13
1170;Assistente de Operações Audiovisuais;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;3;8
79;Assistente Financeiro;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;4;10
117;Atendente de Recepção;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;7;12
83;Auxiliar Administrativo;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;26;44
83;Auxiliar Administrativo;Júnior;SC;Prestac?a?o de Servic?os;2024;200;9;10
83;Auxiliar Administrativo;Pleno;SC;Prestac?a?o de Servic?os;2024;200;8;12
91;Auxiliar de Serviços Gerais;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;14;21
91;Auxiliar de Serviços Gerais;Júnior;SC;Prestac?a?o de Servic?os;2024;200;7;7
1172;Chefe de Reportagem;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;6;6
1172;Chefe de Reportagem;Pleno;SC;Prestac?a?o de Servic?os;2024;200;5;5
1174;Comentarista;Indiferente;SC;Prestac?a?o de Servic?os;2024;200;4;8
