Código;Nome do Cargo;Senioridade;Região;Segmento;Data;Horas;Dados Estatísticos - Empresas;Dados Estatísticos - Salários
1057;Técnico de Atendimento e Suporte;Indiferente;Nacional;TI - Software;2025;200;13;101
1057;Técnico de Atendimento e Suporte;Júnior;Nacional;TI - Software;2025;200;6;39
1057;Técnico de Atendimento e Suporte;Pleno;Nacional;TI - Software;2025;200;7;55
1057;Técnico de Atendimento e Suporte;Sênior;Nacional;TI - Software;2025;200;5;25
417;Técnico em Eletrotécnica;Indiferente;Nacional;TI - Software;2025;200;4;9
124;Técnico em Segurança do Trabalho;Indiferente;Nacional;TI - Software;2025;200;4;9
1074;UI Designer;Indiferente;Nacional;TI - Software;2025;200;11;19
1074;UI Designer;Júnior;Nacional;TI - Software;2025;200;8;10
1074;UI Designer;Pleno;Nacional;TI - Software;2025;200;6;11
1075;UX Designer;Indiferente;Nacional;TI - Software;2025;200;22;118
1075;UX Designer;Júnior;Nacional;TI - Software;2025;200;12;39
1075;UX Designer;Pleno;Nacional;TI - Software;2025;200;12;36
1075;UX Designer;Sênior;Nacional;TI - Software;2025;200;12;16
454;Vendedor Externo;Indiferente;Nacional;TI - Software;2025;200;7;15
454;Vendedor Externo;Pleno;Nacional;TI - Software;2025;200;4;11
203;Almoxarife;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;11
13;Analista Administrativo;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;8
13;Analista Administrativo;Pleno;Nacional;TI - Software e Hardware;2025;200;4;4
19;Analista Comercial;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;18
19;Analista Comercial;Júnior;Nacional;TI - Software e Hardware;2025;200;5;13
21;Analista Contábil Fiscal;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;7
21;Analista Contábil Fiscal;Júnior;Nacional;TI - Software e Hardware;2025;200;4;4
21;Analista Contábil Fiscal;Pleno;Nacional;TI - Software e Hardware;2025;200;4;5
25;Analista de Atendimento e Suporte;Indiferente;Nacional;TI - Software e Hardware;2025;200;10;124
25;Analista de Atendimento e Suporte;Júnior;Nacional;TI - Software e Hardware;2025;200;7;91
25;Analista de Atendimento e Suporte;Pleno;Nacional;TI - Software e Hardware;2025;200;9;52
25;Analista de Atendimento e Suporte;Sênior;Nacional;TI - Software e Hardware;2025;200;7;16
82;Analista de Banco de Dados;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;11
82;Analista de Banco de Dados;Pleno;Nacional;TI - Software e Hardware;2025;200;4;6
434;Analista de BI;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;12
434;Analista de BI;Júnior;Nacional;TI - Software e Hardware;2025;200;4;6
434;Analista de BI;Pleno;Nacional;TI - Software e Hardware;2025;200;5;6
136;Analista de Compras;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;10
23;Analista de Comunicação;Indiferente;Nacional;TI - Software e Hardware;2025;200;7;9
23;Analista de Comunicação;Júnior;Nacional;TI - Software e Hardware;2025;200;4;4
840;Analista de Conteúdo;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;9
26;Analista de Controladoria;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;13
26;Analista de Controladoria;Pleno;Nacional;TI - Software e Hardware;2025;200;4;6
1017;Analista de Customer Service (CX);Indiferente;Nacional;TI - Software e Hardware;2025;200;6;25
1017;Analista de Customer Service (CX);Júnior;Nacional;TI - Software e Hardware;2025;200;4;14
1017;Analista de Customer Service (CX);Pleno;Nacional;TI - Software e Hardware;2025;200;5;10
435;Analista de Dados;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;17
435;Analista de Dados;Júnior;Nacional;TI - Software e Hardware;2025;200;4;14
28;Analista de Departamento Pessoal;Indiferente;Nacional;TI - Software e Hardware;2025;200;8;10
28;Analista de Departamento Pessoal;Júnior;Nacional;TI - Software e Hardware;2025;200;5;5
28;Analista de Departamento Pessoal;Sênior;Nacional;TI - Software e Hardware;2025;200;4;4
366;Analista de Eventos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5
15;Analista de Infraestrutura de TI;Indiferente;Nacional;TI - Software e Hardware;2025;200;8;17
15;Analista de Infraestrutura de TI;Júnior;Nacional;TI - Software e Hardware;2025;200;5;7
15;Analista de Infraestrutura de TI;Pleno;Nacional;TI - Software e Hardware;2025;200;5;5
437;Analista de Inovação;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;11
37;Analista de Logística;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;8
37;Analista de Logística;Júnior;Nacional;TI - Software e Hardware;2025;200;5;6
37;Analista de Logística;Pleno;Nacional;TI - Software e Hardware;2025;200;4;4
42;Analista de Marketing;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;10
42;Analista de Marketing;Júnior;Nacional;TI - Software e Hardware;2025;200;4;5
42;Analista de Marketing;Pleno;Nacional;TI - Software e Hardware;2025;200;4;6
370;Analista de Marketing Digital;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;14
45;Analista de Mídias Sociais;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5
45;Analista de Mídias Sociais;Pleno;Nacional;TI - Software e Hardware;2025;200;5;5
46;Analista de Negócios;Indiferente;Nacional;TI - Software e Hardware;2025;200;7;19
46;Analista de Negócios;Júnior;Nacional;TI - Software e Hardware;2025;200;5;7
438;Analista de Pré-vendas (SDR);Indiferente;Nacional;TI - Software e Hardware;2025;200;7;13
438;Analista de Pré-vendas (SDR);Júnior;Nacional;TI - Software e Hardware;2025;200;5;8
1015;Analista de Product Marketing (PMM);Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
375;Analista de Produto;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;9
375;Analista de Produto;Pleno;Nacional;TI - Software e Hardware;2025;200;4;5
18;Analista de Projetos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;10
18;Analista de Projetos;Júnior;Nacional;TI - Software e Hardware;2025;200;4;8
50;Analista de Qualidade e Processos;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;7
359;Analista de Recrutamento e Seleção;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5
52;Analista de Recursos Humanos;Indiferente;Nacional;TI - Software e Hardware;2025;200;11;18
52;Analista de Recursos Humanos;Júnior;Nacional;TI - Software e Hardware;2025;200;6;8
52;Analista de Recursos Humanos;Pleno;Nacional;TI - Software e Hardware;2025;200;7;8
376;Analista de Relacionamento;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;18
376;Analista de Relacionamento;Júnior;Nacional;TI - Software e Hardware;2025;200;5;12
376;Analista de Relacionamento;Pleno;Nacional;TI - Software e Hardware;2025;200;5;5
362;Analista de Remuneração e Benefícios;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
889;Analista de Segurança da Informação;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
22;Analista de Sistemas;Indiferente;Nacional;TI - Software e Hardware;2025;200;10;25
22;Analista de Sistemas;Júnior;Nacional;TI - Software e Hardware;2025;200;6;14
22;Analista de Sistemas;Pleno;Nacional;TI - Software e Hardware;2025;200;4;8
22;Analista de Sistemas;Sênior;Nacional;TI - Software e Hardware;2025;200;5;7
30;Analista de Tecnologia da Informação;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;15
30;Analista de Tecnologia da Informação;Júnior;Nacional;TI - Software e Hardware;2025;200;4;9
30;Analista de Tecnologia da Informação;Pleno;Nacional;TI - Software e Hardware;2025;200;4;5
29;Analista de Testes (Qualidade em TI);Indiferente;Nacional;TI - Software e Hardware;2025;200;9;39
29;Analista de Testes (Qualidade em TI);Júnior;Nacional;TI - Software e Hardware;2025;200;7;17
29;Analista de Testes (Qualidade em TI);Pleno;Nacional;TI - Software e Hardware;2025;200;5;9
379;Analista de Treinamento e Desenvolvimento;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
16;Analista Financeiro;Indiferente;Nacional;TI - Software e Hardware;2025;200;12;43
16;Analista Financeiro;Júnior;Nacional;TI - Software e Hardware;2025;200;10;21
16;Analista Financeiro;Pleno;Nacional;TI - Software e Hardware;2025;200;7;17
59;Assistente Administrativo;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;7
273;Assistente Contábil;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
319;Assistente de Atendimento e Suporte;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;49
67;Assistente de Compras;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;4
1068;Assistente de Customer Experience;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;7
68;Assistente de Departamento Pessoal;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;9
69;Assistente de Infraestrutura de TI;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
70;Assistente de Logística;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;7
71;Assistente de Marketing;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;6
441;Assistente de Pré-vendas (SDR);Indiferente;Nacional;TI - Software e Hardware;2025;200;4;15
75;Assistente de Qualidade e Processos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;14
77;Assistente de Recursos Humanos;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;7
443;Assistente de Testes (Qualidade em TI);Indiferente;Nacional;TI - Software e Hardware;2025;200;4;11
79;Assistente Financeiro;Indiferente;Nacional;TI - Software e Hardware;2025;200;7;11
83;Auxiliar Administrativo;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
91;Auxiliar de Serviços Gerais;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;23
285;Consultor Comercial;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
40;Consultor de Atendimento e Suporte;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5
41;Coordenador Comercial;Indiferente;Nacional;TI - Software e Hardware;2025;200;8;10
47;Coordenador de Atendimento e Suporte;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;14
73;Coordenador de Desenvolvimento;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5
132;Coordenador de Infraestrutura de TI;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5
56;Coordenador de Marketing;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5
447;Coordenador de Pré-vendas;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;4
396;Coordenador de Produção;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;4
305;Coordenador de Produto;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;7
97;Coordenador de Projetos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
121;Coordenador de Recursos Humanos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;5
448;Coordenador de Relacionamento;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
122;Coordenador Financeiro;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;6
1;Desenvolvedor;Indiferente;Nacional;TI - Software e Hardware;2025;200;12;167
1;Desenvolvedor;Júnior;Nacional;TI - Software e Hardware;2025;200;7;43
1;Desenvolvedor;Pleno;Nacional;TI - Software e Hardware;2025;200;10;45
1;Desenvolvedor;Sênior;Nacional;TI - Software e Hardware;2025;200;5;14
842;Desenvolvedor Back-end;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;12
842;Desenvolvedor Back-end;Júnior;Nacional;TI - Software e Hardware;2025;200;4;8
10;Desenvolvedor Front-end;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;20
10;Desenvolvedor Front-end;Júnior;Nacional;TI - Software e Hardware;2025;200;4;11
10;Desenvolvedor Front-end;Pleno;Nacional;TI - Software e Hardware;2025;200;4;7
843;Desenvolvedor Mobile;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;15
843;Desenvolvedor Mobile;Pleno;Nacional;TI - Software e Hardware;2025;200;4;10
399;Designer;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;14
399;Designer;Pleno;Nacional;TI - Software e Hardware;2025;200;6;12
449;DevOps;Indiferente;Nacional;TI - Software e Hardware;2025;200;8;11
404;Engenheiro de Controle e Automação;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;9
1005;Engenheiro de Dados;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;7
145;Engenheiro de Software;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;15
338;Estagiário Administrativo;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;20
425;Estagiário em TI;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;10
105;Executivo de Contas;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;16
107;Gerente Comercial;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
49;Gerente de Atendimento e Suporte;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;7
112;Gerente de Marketing;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;4
407;Gerente de Produto;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;8
65;Gerente de Projetos;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;6
113;Gerente de Recursos Humanos;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;5
408;Gerente de Relacionamento;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;4
114;Gerente Financeiro;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;5
1060;Inside Sales;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;15
1060;Inside Sales;Júnior;Nacional;TI - Software e Hardware;2025;200;4;10
1060;Inside Sales;Pleno;Nacional;TI - Software e Hardware;2025;200;4;7
1016;Líder Técnico;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;6
1080;Product Designer;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;10
892;Product Owner;Indiferente;Nacional;TI - Software e Hardware;2025;200;6;24
892;Product Owner;Júnior;Nacional;TI - Software e Hardware;2025;200;4;14
892;Product Owner;Pleno;Nacional;TI - Software e Hardware;2025;200;5;8
833;Produtor Audiovisual;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;8
360;Projetista;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;8
84;Redator Técnico;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;18
84;Redator Técnico;Pleno;Nacional;TI - Software e Hardware;2025;200;4;12
1062;Team Lead;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;25
143;Técnico em Eletrônica;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;28
143;Técnico em Eletrônica;Pleno;Nacional;TI - Software e Hardware;2025;200;5;7
417;Técnico em Eletrotécnica;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;15
1074;UI Designer;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;14
1075;UX Designer;Indiferente;Nacional;TI - Software e Hardware;2025;200;5;31
1075;UX Designer;Pleno;Nacional;TI - Software e Hardware;2025;200;4;8
454;Vendedor Externo;Indiferente;Nacional;TI - Software e Hardware;2025;200;4;11
13;Analista Administrativo;Indiferente;Nacional;TI - Servic?os;2025;200;8;67
13;Analista Administrativo;Júnior;Nacional;TI - Servic?os;2025;200;5;48
13;Analista Administrativo;Pleno;Nacional;TI - Servic?os;2025;200;7;22
19;Analista Comercial;Indiferente;Nacional;TI - Servic?os;2025;200;6;23
19;Analista Comercial;Júnior;Nacional;TI - Servic?os;2025;200;4;14
19;Analista Comercial;Pleno;Nacional;TI - Servic?os;2025;200;4;11
21;Analista Contábil Fiscal;Indiferente;Nacional;TI - Servic?os;2025;200;4;8
25;Analista de Atendimento e Suporte;Indiferente;Nacional;TI - Servic?os;2025;200;13;173
25;Analista de Atendimento e Suporte;Júnior;Nacional;TI - Servic?os;2025;200;12;87
25;Analista de Atendimento e Suporte;Pleno;Nacional;TI - Servic?os;2025;200;4;69
25;Analista de Atendimento e Suporte;Sênior;Nacional;TI - Servic?os;2025;200;5;22
840;Analista de Conteúdo;Indiferente;Nacional;TI - Servic?os;2025;200;7;8
840;Analista de Conteúdo;Pleno;Nacional;TI - Servic?os;2025;200;5;5
26;Analista de Controladoria;Indiferente;Nacional;TI - Servic?os;2025;200;4;16
435;Analista de Dados;Indiferente;Nacional;TI - Servic?os;2025;200;8;39
435;Analista de Dados;Pleno;Nacional;TI - Servic?os;2025;200;5;9
435;Analista de Dados;Sênior;Nacional;TI - Servic?os;2025;200;4;5
28;Analista de Departamento Pessoal;Indiferente;Nacional;TI - Servic?os;2025;200;8;19
28;Analista de Departamento Pessoal;Júnior;Nacional;TI - Servic?os;2025;200;4;9
28;Analista de Departamento Pessoal;Pleno;Nacional;TI - Servic?os;2025;200;5;10
366;Analista de Eventos;Indiferente;Nacional;TI - Servic?os;2025;200;5;6
436;Analista de Implantação e Configuração;Indiferente;Nacional;TI - Servic?os;2025;200;5;18
436;Analista de Implantação e Configuração;Júnior;Nacional;TI - Servic?os;2025;200;4;11
436;Analista de Implantação e Configuração;Pleno;Nacional;TI - Servic?os;2025;200;5;10
15;Analista de Infraestrutura de TI;Indiferente;Nacional;TI - Servic?os;2025;200;10;69
15;Analista de Infraestrutura de TI;Júnior;Nacional;TI - Servic?os;2025;200;5;24
15;Analista de Infraestrutura de TI;Pleno;Nacional;TI - Servic?os;2025;200;6;35
15;Analista de Infraestrutura de TI;Sênior;Nacional;TI - Servic?os;2025;200;5;27
42;Analista de Marketing;Indiferente;Nacional;TI - Servic?os;2025;200;10;29
42;Analista de Marketing;Júnior;Nacional;TI - Servic?os;2025;200;6;15
42;Analista de Marketing;Pleno;Nacional;TI - Servic?os;2025;200;4;9
42;Analista de Marketing;Sênior;Nacional;TI - Servic?os;2025;200;4;6
370;Analista de Marketing Digital;Indiferente;Nacional;TI - Servic?os;2025;200;4;4
46;Analista de Negócios;Indiferente;Nacional;TI - Servic?os;2025;200;5;57
46;Analista de Negócios;Júnior;Nacional;TI - Servic?os;2025;200;4;25
46;Analista de Negócios;Pleno;Nacional;TI - Servic?os;2025;200;5;53
1113;Analista de Parcerias;Indiferente;Nacional;TI - Servic?os;2025;200;4;6
17;Analista de Pesquisa e Desenvolvimento P&D;Indiferente;Nacional;TI - Servic?os;2025;200;4;14
438;Analista de Pré-vendas (SDR);Indiferente;Nacional;TI - Servic?os;2025;200;6;11
18;Analista de Projetos;Indiferente;Nacional;TI - Servic?os;2025;200;5;35
18;Analista de Projetos;Júnior;Nacional;TI - Servic?os;2025;200;5;31
18;Analista de Projetos;Pleno;Nacional;TI - Servic?os;2025;200;4;15
439;Analista de Prospecção (BDR);Indiferente;Nacional;TI - Servic?os;2025;200;4;6
50;Analista de Qualidade e Processos;Indiferente;Nacional;TI - Servic?os;2025;200;4;4
50;Analista de Qualidade e Processos;Pleno;Nacional;TI - Servic?os;2025;200;4;5
359;Analista de Recrutamento e Seleção;Indiferente;Nacional;TI - Servic?os;2025;200;5;8
52;Analista de Recursos Humanos;Indiferente;Nacional;TI - Servic?os;2025;200;12;20
52;Analista de Recursos Humanos;Júnior;Nacional;TI - Servic?os;2025;200;4;6
52;Analista de Recursos Humanos;Pleno;Nacional;TI - Servic?os;2025;200;8;12
52;Analista de Recursos Humanos;Sênior;Nacional;TI - Servic?os;2025;200;4;4
376;Analista de Relacionamento;Indiferente;Nacional;TI - Servic?os;2025;200;12;34
376;Analista de Relacionamento;Júnior;Nacional;TI - Servic?os;2025;200;4;5
376;Analista de Relacionamento;Pleno;Nacional;TI - Servic?os;2025;200;8;15
376;Analista de Relacionamento;Sênior;Nacional;TI - Servic?os;2025;200;4;4
894;Analista de Sales Ops;Indiferente;Nacional;TI - Servic?os;2025;200;4;5
889;Analista de Segurança da Informação;Indiferente;Nacional;TI - Servic?os;2025;200;5;10
889;Analista de Segurança da Informação;Júnior;Nacional;TI - Servic?os;2025;200;4;5
22;Analista de Sistemas;Indiferente;Nacional;TI - Servic?os;2025;200;4;61
29;Analista de Testes (Qualidade em TI);Indiferente;Nacional;TI - Servic?os;2025;200;6;26
29;Analista de Testes (Qualidade em TI);Júnior;Nacional;TI - Servic?os;2025;200;4;22
29;Analista de Testes (Qualidade em TI);Pleno;Nacional;TI - Servic?os;2025;200;4;22
379;Analista de Treinamento e Desenvolvimento;Indiferente;Nacional;TI - Servic?os;2025;200;4;12
16;Analista Financeiro;Indiferente;Nacional;TI - Servic?os;2025;200;13;31
16;Analista Financeiro;Júnior;Nacional;TI - Servic?os;2025;200;8;13
16;Analista Financeiro;Pleno;Nacional;TI - Servic?os;2025;200;11;12
16;Analista Financeiro;Sênior;Nacional;TI - Servic?os;2025;200;4;5
133;Arquiteto de Software;Indiferente;Nacional;TI - Servic?os;2025;200;4;10
59;Assistente Administrativo;Indiferente;Nacional;TI - Servic?os;2025;200;10;77
62;Assistente Comercial;Indiferente;Nacional;TI - Servic?os;2025;200;8;21
319;Assistente de Atendimento e Suporte;Indiferente;Nacional;TI - Servic?os;2025;200;4;5
69;Assistente de Infraestrutura de TI;Indiferente;Nacional;TI - Servic?os;2025;200;4;29
71;Assistente de Marketing;Indiferente;Nacional;TI - Servic?os;2025;200;4;6
441;Assistente de Pré-vendas (SDR);Indiferente;Nacional;TI - Servic?os;2025;200;4;4
79;Assistente Financeiro;Indiferente;Nacional;TI - Servic?os;2025;200;5;6
83;Auxiliar Administrativo;Indiferente;Nacional;TI - Servic?os;2025;200;4;7
285;Consultor Comercial;Indiferente;Nacional;TI - Servic?os;2025;200;4;7
40;Consultor de Atendimento e Suporte;Indiferente;Nacional;TI - Servic?os;2025;200;4;149
156;Consultor de Implantação e Configuração;Indiferente;Nacional;TI - Servic?os;2025;200;4;7
149;Consultor de Negócios;Indiferente;Nacional;TI - Servic?os;2025;200;4;32
39;Coordenador Administrativo;Indiferente;Nacional;TI - Servic?os;2025;200;5;5
41;Coordenador Comercial;Indiferente;Nacional;TI - Servic?os;2025;200;4;4
47;Coordenador de Atendimento e Suporte;Indiferente;Nacional;TI - Servic?os;2025;200;4;15
56;Coordenador de Marketing;Indiferente;Nacional;TI - Servic?os;2025;200;6;7
121;Coordenador de Recursos Humanos;Indiferente;Nacional;TI - Servic?os;2025;200;6;6
448;Coordenador de Relacionamento;Indiferente;Nacional;TI - Servic?os;2025;200;4;4
122;Coordenador Financeiro;Indiferente;Nacional;TI - Servic?os;2025;200;4;4
1;Desenvolvedor;Indiferente;Nacional;TI - Servic?os;2025;200;11;46
1;Desenvolvedor;Júnior;Nacional;TI - Servic?os;2025;200;6;15
1;Desenvolvedor;Pleno;Nacional;TI - Servic?os;2025;200;7;20
1;Desenvolvedor;Sênior;Nacional;TI - Servic?os;2025;200;5;9
842;Desenvolvedor Back-end;Indiferente;Nacional;TI - Servic?os;2025;200;4;8
10;Desenvolvedor Front-end;Indiferente;Nacional;TI - Servic?os;2025;200;5;33
399;Designer;Indiferente;Nacional;TI - Servic?os;2025;200;8;13
399;Designer;Júnior;Nacional;TI - Servic?os;2025;200;5;6
399;Designer;Pleno;Nacional;TI - Servic?os;2025;200;5;5
338;Estagiário Administrativo;Indiferente;Nacional;TI - Servic?os;2025;200;12;23
425;Estagiário em TI;Indiferente;Nacional;TI - Servic?os;2025;200;9;11
105;Executivo de Contas;Indiferente;Nacional;TI - Servic?os;2025;200;8;18
105;Executivo de Contas;Pleno;Nacional;TI - Servic?os;2025;200;6;9
105;Executivo de Contas;Sênior;Nacional;TI - Servic?os;2025;200;4;4
107;Gerente Comercial;Indiferente;Nacional;TI - Servic?os;2025;200;4;5
407;Gerente de Produto;Indiferente;Nacional;TI - Servic?os;2025;200;4;7
65;Gerente de Projetos;Indiferente;Nacional;TI - Servic?os;2025;200;6;21
65;Gerente de Projetos;Júnior;Nacional;TI - Servic?os;2025;200;4;5
65;Gerente de Projetos;Pleno;Nacional;TI - Servic?os;2025;200;4;18
113;Gerente de Recursos Humanos;Indiferente;Nacional;TI - Servic?os;2025;200;6;6
1060;Inside Sales;Indiferente;Nacional;TI - Servic?os;2025;200;6;17
1016;Líder Técnico;Indiferente;Nacional;TI - Servic?os;2025;200;4;25
1080;Product Designer;Indiferente;Nacional;TI - Servic?os;2025;200;4;8
833;Produtor Audiovisual;Indiferente;Nacional;TI - Servic?os;2025;200;4;5
1075;UX Designer;Indiferente;Nacional;TI - Servic?os;2025;200;4;23
203;Almoxarife;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;22;66
203;Almoxarife;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;20
203;Almoxarife;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;15
203;Almoxarife;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;11
13;Analista Administrativo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;12
13;Analista Administrativo;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6
19;Analista Comercial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;18;47
19;Analista Comercial;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;12
19;Analista Comercial;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;11;18
19;Analista Comercial;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;8
21;Analista Contábil / Fiscal;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;24
21;Analista Contábil / Fiscal;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5
21;Analista Contábil / Fiscal;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;9
21;Analista Contábil / Fiscal;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;12
25;Analista de Atendimento e Suporte;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;48
367;Analista de Comércio Exterior;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;5
367;Analista de Comércio Exterior;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4
136;Analista de Compras;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;6
136;Analista de Compras;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
26;Orçamentista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
876;Analista de Custos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;6
28;Analista de Departamento Pessoal;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;8
28;Analista de Departamento Pessoal;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
28;Analista de Departamento Pessoal;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4
829;Analista de E-commerce;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;5
1084;Analista de Encaixe;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;8
368;Analista de Faturamento;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;13;15
368;Analista de Faturamento;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3
368;Analista de Faturamento;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4
15;Analista de Infraestrutura de TI;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;30
15;Analista de Infraestrutura de TI;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;20
37;Analista de Logística;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;31
37;Analista de Logística;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;12
